intersection_node,from_edge,to_edge,bearing_in,bearing_out,turn_angle,turn_type,turn_penalty
36788,EDGE_36997_82855,EDGE_36788_82629,44.13,44.25,0.12,Straight,0.0
35503,EDGE_37037_82897,EDGE_35503_81226,44.6,44.25,-0.35,Straight,0.0
14134,EDGE_37041_82902,EDGE_14134_58178,44.39,44.25,-0.14,Straight,0.0
35569,EDGE_82920_82921,EDGE_35569_81299,44.48,44.25,-0.23,Straight,0.0
35968,EDGE_37061_82924,EDGE_35968_81733,44.03,44.25,0.22,Straight,0.0
35523,EDGE_37134_83002,EDGE_81246_81247,44.13,44.25,0.12,Straight,0.0
36443,EDGE_37148_83016,EDGE_36443_82247,44.49,44.25,-0.24,Straight,0.0
36095,EDGE_37170_83043,EDGE_36095_81873,43.93,44.25,0.32,Straight,0.0
36051,EDGE_37192_83066,EDGE_36051_81822,44.67,44.25,-0.42,Straight,0.0
38054,EDGE_37225_83101,EDGE_38054_83997,44.04,44.25,0.21,Straight,0.0
39309,EDGE_37278_83157,EDGE_39309_85374,44.31,44.25,-0.06,Straight,0.0
39267,EDGE_37281_83160,EDGE_39267_85331,44.33,44.25,-0.08,Straight,0.0
38366,EDGE_37283_83162,EDGE_38366_84348,44.48,44.42,-0.06,Straight,0.0
37999,EDGE_37289_83169,EDGE_37999_83936,43.79,44.26,0.47,Straight,0.0
34977,EDGE_37341_83226,EDGE_34977_80658,44.41,44.25,-0.16,Straight,0.0
34805,EDGE_37342_83227,EDGE_34805_80477,44.67,44.25,-0.42,Straight,0.0
34844,EDGE_37344_83229,EDGE_34844_80518,44.11,44.25,0.14,Straight,0.0
38589,EDGE_37396_83283,EDGE_38589_84597,44.52,44.25,-0.27,Straight,0.0
39170,EDGE_37433_83322,EDGE_39170_85219,43.86,44.25,0.39,Straight,0.0
37322,EDGE_37457_83349,EDGE_37322_83207,44.02,44.25,0.23,Straight,0.0
37753,EDGE_37471_83364,EDGE_37753_83671,44.39,44.25,-0.14,Straight,0.0
37471,EDGE_37476_83370,EDGE_37471_83364,44.09,44.39,0.3,Straight,0.0
37698,EDGE_37493_83388,EDGE_37698_83613,44.07,44.25,0.18,Straight,0.0
39307,EDGE_37507_83402,EDGE_39307_85372,44.6,44.25,-0.35,Straight,0.0
38108,EDGE_37516_83412,EDGE_38108_84058,43.86,44.25,0.39,Straight,0.0
39244,EDGE_37545_83443,EDGE_85304_85305,44.37,44.26,-0.11,Straight,0.0
38326,EDGE_37563_83462,EDGE_38326_84300,44.53,44.25,-0.28,Straight,0.0
38635,EDGE_37598_83499,EDGE_38635_84646,44.44,44.25,-0.19,Straight,0.0
37619,EDGE_37659_83568,EDGE_37619_83525,44.83,44.25,-0.58,Straight,0.0
37467,EDGE_37662_83571,EDGE_37467_83360,44.51,44.25,-0.26,Straight,0.0
34833,EDGE_37676_83588,EDGE_34833_80505,44.08,44.25,0.17,Straight,0.0
34957,EDGE_83590_83591,EDGE_34957_80636,44.71,44.25,-0.46,Straight,0.0
34975,EDGE_37682_83596,EDGE_34975_80656,44.63,44.25,-0.38,Straight,0.0
37262,EDGE_37696_83611,EDGE_83138_83139,44.59,44.25,-0.34,Straight,0.0
34941,EDGE_37712_83627,EDGE_34941_80619,43.71,44.25,0.54,Straight,0.0
38570,EDGE_37745_83662,EDGE_38570_84575,44.04,44.25,0.21,Straight,0.0
34919,EDGE_37746_83663,EDGE_34919_80596,43.71,44.44,0.73,Straight,0.0
34894,EDGE_37752_83670,EDGE_34894_80570,44.48,44.25,-0.23,Straight,0.0
34880,EDGE_37761_83679,EDGE_80555_80556,44.18,44.25,0.07,Straight,0.0
38341,EDGE_37770_83688,EDGE_38341_84317,43.9,44.25,0.35,Straight,0.0
37877,EDGE_37823_83748,EDGE_37877_83803,44.48,44.25,-0.23,Straight,0.0
38648,EDGE_37845_83770,EDGE_38648_84661,43.82,44.25,0.43,Straight,0.0
39312,EDGE_37857_83783,EDGE_39312_85378,43.87,44.25,0.38,Straight,0.0
39326,EDGE_37858_83784,EDGE_39326_85393,44.07,44.25,0.18,Straight,0.0
34928,EDGE_37889_83815,EDGE_34928_80605,44.23,44.25,0.02,Straight,0.0
38424,EDGE_37901_83828,EDGE_38424_84413,44.42,44.25,-0.17,Straight,0.0
38974,EDGE_37942_83872,EDGE_38974_85008,43.93,44.26,0.33,Straight,0.0
38878,EDGE_37962_83895,EDGE_38878_84906,44.73,44.25,-0.48,Straight,0.0
37924,EDGE_37965_83898,EDGE_37924_83852,44.37,44.25,-0.12,Straight,0.0
38417,EDGE_83901_83902,EDGE_38417_84405,44.01,44.25,0.24,Straight,0.0
37644,EDGE_38014_83955,EDGE_37644_83552,44.28,44.25,-0.03,Straight,0.0
38367,EDGE_38032_83974,EDGE_38367_84349,44.76,44.25,-0.51,Straight,0.0
38374,EDGE_38036_83978,EDGE_38374_84356,44.78,44.25,-0.53,Straight,0.0
37802,EDGE_38044_83986,EDGE_37802_83726,44.65,44.25,-0.4,Straight,0.0
38745,EDGE_84010_84011,EDGE_84760_84761,43.98,44.25,0.27,Straight,0.0
37808,EDGE_38073_84018,EDGE_37808_83733,44.71,44.25,-0.46,Straight,0.0
37715,EDGE_38096_84046,EDGE_37715_83630,44.34,44.25,-0.09,Straight,0.0
38221,EDGE_38097_84047,EDGE_84185_84186,43.76,44.25,0.49,Straight,0.0
34806,EDGE_38104_84054,EDGE_34806_80478,44.36,44.25,-0.11,Straight,0.0
38567,EDGE_38145_84102,EDGE_38567_84572,43.86,44.26,0.4,Straight,0.0
38645,EDGE_38147_84104,EDGE_84657_84658,44.23,44.26,0.03,Straight,0.0
37489,EDGE_38149_84106,EDGE_37489_83384,44.57,44.26,-0.31,Straight,0.0
37504,EDGE_38151_84108,EDGE_37504_83399,43.81,44.26,0.45,Straight,0.0
39317,EDGE_38175_84134,EDGE_39317_85383,44.45,44.25,-0.2,Straight,0.0
38194,EDGE_38212_84175,EDGE_38194_84155,44.77,44.25,-0.52,Straight,0.0
38479,EDGE_38241_84208,EDGE_38479_84475,43.88,44.25,0.37,Straight,0.0
38278,EDGE_38283_84254,EDGE_38278_84249,44.27,44.25,-0.02,Straight,0.0
38225,EDGE_38288_84259,EDGE_38225_84190,44.44,44.25,-0.19,Straight,0.0
37871,EDGE_38305_84277,EDGE_37871_83797,44.32,44.25,-0.07,Straight,0.0
38529,EDGE_84320_84321,EDGE_84529_84530,44.05,44.25,0.2,Straight,0.0
38342,EDGE_38362_84343,EDGE_38342_84318,44.13,44.25,0.12,Straight,0.0
38442,EDGE_38366_84348,EDGE_84435_84436,44.42,44.25,-0.17,Straight,0.0
38490,EDGE_38370_84352,EDGE_38490_84487,43.95,44.25,0.3,Straight,0.0
38493,EDGE_38376_84358,EDGE_38493_84490,44.0,44.25,0.25,Straight,0.0
37302,EDGE_38413_84399,EDGE_37302_83182,44.76,44.25,-0.51,Straight,0.0
37958,EDGE_38421_84410,EDGE_37958_83891,44.13,44.25,0.12,Straight,0.0
37515,EDGE_84427_84428,EDGE_37515_83411,44.06,44.25,0.19,Straight,0.0
38530,EDGE_38440_84433,EDGE_38530_84531,44.55,44.25,-0.3,Straight,0.0
38483,EDGE_38451_84445,EDGE_38483_84479,43.8,44.25,0.45,Straight,0.0
37328,EDGE_38458_84452,EDGE_37328_83213,44.12,44.25,0.13,Straight,0.0
37326,EDGE_38473_84469,EDGE_37326_83211,44.36,44.25,-0.11,Straight,0.0
38884,EDGE_38507_84506,EDGE_38884_84914,44.32,44.25,-0.07,Straight,0.0
34866,EDGE_38514_84513,EDGE_34866_80541,44.17,44.25,0.08,Straight,0.0
34874,EDGE_38546_84549,EDGE_34874_80549,44.12,44.25,0.13,Straight,0.0
34951,EDGE_38561_84566,EDGE_34951_80629,43.83,44.25,0.42,Straight,0.0
38953,EDGE_38566_84571,EDGE_38953_84985,44.68,44.25,-0.43,Straight,0.0
34845,EDGE_84614_84615,EDGE_34845_80519,44.68,44.25,-0.43,Straight,0.0
34824,EDGE_38610_84620,EDGE_34824_80496,44.47,44.25,-0.22,Straight,0.0
39312,EDGE_38613_84623,EDGE_39312_85378,44.62,44.25,-0.37,Straight,0.0
34827,EDGE_38615_84625,EDGE_34827_80499,44.2,44.25,0.05,Straight,0.0
34872,EDGE_38616_84626,EDGE_34872_80547,44.33,44.25,-0.08,Straight,0.0
34958,EDGE_38617_84627,EDGE_34958_80637,44.62,44.25,-0.37,Straight,0.0
38810,EDGE_38627_84638,EDGE_84833_84834,44.27,44.25,-0.02,Straight,0.0
34854,EDGE_38628_84639,EDGE_34854_80529,43.9,44.25,0.35,Straight,0.0
38701,EDGE_84679_84680,EDGE_38701_84716,44.49,44.25,-0.24,Straight,0.0
38381,EDGE_38671_84686,EDGE_38381_84363,44.77,44.25,-0.52,Straight,0.0
38914,EDGE_38687_84702,EDGE_38914_84946,44.31,44.25,-0.06,Straight,0.0
39287,EDGE_38725_39287,EDGE_39287_85352,44.29,44.25,-0.04,Straight,0.0
39433,EDGE_38730_84744,EDGE_39433_85512,44.06,44.25,0.19,Straight,0.0
37809,EDGE_84748_84749,EDGE_37809_83734,44.34,44.25,-0.09,Straight,0.0
38303,EDGE_38750_84769,EDGE_38303_84275,43.68,44.25,0.57,Straight,0.0
38431,EDGE_38758_84777,EDGE_38431_84422,44.17,44.25,0.08,Straight,0.0
38468,EDGE_38760_84779,EDGE_38468_84463,44.38,44.25,-0.13,Straight,0.0
39104,EDGE_38767_84786,EDGE_85145_85146,44.51,44.25,-0.26,Straight,0.0
39369,EDGE_38791_84814,EDGE_39369_85440,44.0,44.25,0.25,Straight,0.0
37266,EDGE_38812_84836,EDGE_83143_83144,43.98,44.25,0.27,Straight,0.0
37438,EDGE_38852_84878,EDGE_37438_83328,44.76,44.25,-0.51,Straight,0.0
37417,EDGE_38876_84904,EDGE_83304_83305,44.41,44.25,-0.16,Straight,0.0
37987,EDGE_39035_85073,EDGE_37987_83923,43.82,44.26,0.44,Straight,0.0
38376,EDGE_39050_85089,EDGE_38376_84358,44.03,44.0,-0.03,Straight,0.0
38726,EDGE_39061_85101,EDGE_38726_84740,44.76,44.25,-0.51,Straight,0.0
37812,EDGE_39075_85115,EDGE_37812_83737,44.37,44.25,-0.12,Straight,0.0
39432,EDGE_39076_85116,EDGE_39432_85511,44.35,44.25,-0.1,Straight,0.0
38434,EDGE_39083_85123,EDGE_38434_84425,44.41,44.25,-0.16,Straight,0.0
38254,EDGE_39091_85131,EDGE_38254_84222,44.53,44.25,-0.28,Straight,0.0
39431,EDGE_39125_85169,EDGE_39431_85510,43.77,44.25,0.48,Straight,0.0
39277,EDGE_39134_85178,EDGE_39277_85342,44.53,44.25,-0.28,Straight,0.0
38226,EDGE_39138_85182,EDGE_38226_84191,44.72,44.25,-0.47,Straight,0.0
39109,EDGE_39141_85185,EDGE_39109_85152,44.4,44.25,-0.15,Straight,0.0
37829,EDGE_85186_85187,EDGE_37829_83754,44.69,44.25,-0.44,Straight,0.0
37557,EDGE_39149_85196,EDGE_37557_83455,43.84,44.25,0.41,Straight,0.0
38181,EDGE_39157_85205,EDGE_84140_84141,44.32,44.25,-0.07,Straight,0.0
37625,EDGE_85249_85250,EDGE_37625_83531,44.13,44.25,0.12,Straight,0.0
37576,EDGE_39198_85252,EDGE_37576_83477,44.46,44.25,-0.21,Straight,0.0
37604,EDGE_39201_85256,EDGE_83507_83508,43.98,44.25,0.27,Straight,0.0
37490,EDGE_39236_85296,EDGE_37490_83385,44.49,44.26,-0.23,Straight,0.0
34914,EDGE_39264_85328,EDGE_34914_80591,43.99,44.25,0.26,Straight,0.0
34965,EDGE_85338_85339,EDGE_34965_80645,44.78,44.25,-0.53,Straight,0.0
37440,EDGE_39295_85360,EDGE_37440_83331,43.87,44.25,0.38,Straight,0.0
34927,EDGE_39372_85444,EDGE_34927_80604,44.15,44.25,0.1,Straight,0.0
38429,EDGE_85484_85485,EDGE_38429_84420,44.68,44.25,-0.43,Straight,0.0
38307,EDGE_85508_85509,EDGE_38307_84279,44.09,44.25,0.16,Straight,0.0
34294,EDGE_39436_85515,EDGE_34294_79915,44.34,44.52,0.18,Straight,0.0
34449,EDGE_39439_85518,EDGE_34449_80086,44.04,44.25,0.21,Straight,0.0
39798,EDGE_39558_85641,EDGE_39798_85899,44.09,44.25,0.16,Straight,0.0
39721,EDGE_39630_85718,EDGE_39721_85815,44.04,44.25,0.21,Straight,0.0
39882,EDGE_39900_86012,EDGE_39882_85992,44.65,44.23,-0.42,Straight,0.0
39886,EDGE_40021_86143,EDGE_39886_85996,43.76,44.23,0.47,Straight,0.0
39985,EDGE_40225_86361,EDGE_39985_86105,43.83,44.23,0.4,Straight,0.0
40425,EDGE_40417_86570,EDGE_40425_86578,44.76,44.23,-0.53,Straight,0.0
40498,EDGE_40432_86586,EDGE_40498_86662,44.43,44.23,-0.2,Straight,0.0
40106,EDGE_40516_86682,EDGE_40106_86233,44.11,44.23,0.12,Straight,0.0
40154,EDGE_40527_86693,EDGE_40154_86287,44.74,44.23,-0.51,Straight,0.0
40429,EDGE_40532_86700,EDGE_40429_86583,44.67,44.23,-0.44,Straight,0.0
40767,EDGE_40616_86789,EDGE_40767_86952,44.65,44.25,-0.4,Straight,0.0
40816,EDGE_40762_86947,EDGE_40816_87006,44.76,44.25,-0.51,Straight,0.0
42207,EDGE_41205_87429,EDGE_42207_88524,44.38,44.26,-0.12,Straight,0.0
42155,EDGE_41207_87431,EDGE_42155_88467,44.1,44.26,0.16,Straight,0.0
42654,EDGE_41221_87446,EDGE_42654_89011,44.6,44.26,-0.34,Straight,0.0
42823,EDGE_41374_87609,EDGE_42823_89191,44.1,44.26,0.16,Straight,0.0
41265,EDGE_41380_87615,EDGE_41265_87493,43.95,44.26,0.31,Straight,0.0
41527,EDGE_41496_87741,EDGE_41527_87776,44.02,44.25,0.23,Straight,0.0
42673,EDGE_41608_87868,EDGE_42673_89031,44.2,44.26,0.06,Straight,0.0
42204,EDGE_41643_87908,EDGE_88520_88521,44.35,44.26,-0.09,Straight,0.0
41954,EDGE_87983_87984,EDGE_41954_88245,44.2,44.26,0.06,Straight,0.0
42017,EDGE_41730_88002,EDGE_42017_88315,44.21,44.26,0.05,Straight,0.0
41408,EDGE_41779_88058,EDGE_41408_87646,44.71,44.25,-0.46,Straight,0.0
41298,EDGE_41915_88205,EDGE_41298_87528,44.1,44.26,0.16,Straight,0.0
41473,EDGE_41917_88207,EDGE_41473_87717,44.39,44.26,-0.13,Straight,0.0
42785,EDGE_41932_88222,EDGE_42785_89152,44.46,44.26,-0.2,Straight,0.0
41522,EDGE_42023_88321,EDGE_41522_87771,44.07,44.25,0.18,Straight,0.0
41446,EDGE_42035_88333,EDGE_41446_87687,44.45,44.25,-0.2,Straight,0.0
42688,EDGE_42044_88346,EDGE_42688_89048,44.09,44.26,0.17,Straight,0.0
42115,EDGE_42085_88390,EDGE_42115_88423,44.17,44.26,0.09,Straight,0.0
42585,EDGE_88397_88398,EDGE_42585_88934,44.79,44.26,-0.53,Straight,0.0
42870,EDGE_88431_88432,EDGE_42870_89239,44.35,44.26,-0.09,Straight,0.0
42101,EDGE_88460_88461,EDGE_42101_88407,44.31,44.26,-0.05,Straight,0.0
42877,EDGE_42167_88480,EDGE_42877_89246,44.37,44.25,-0.12,Straight,0.0
41791,EDGE_42195_88511,EDGE_41791_88070,44.68,44.26,-0.42,Straight,0.0
41149,EDGE_88557_88558,EDGE_41149_87367,44.41,44.25,-0.16,Straight,0.0
41761,EDGE_42245_88565,EDGE_41761_88038,44.24,44.25,0.01,Straight,0.0
41121,EDGE_42305_88630,EDGE_41121_87333,44.3,44.26,-0.04,Straight,0.0
42253,EDGE_42322_88648,EDGE_42253_88575,44.6,44.25,-0.35,Straight,0.0
42431,EDGE_42385_88716,EDGE_42431_88766,44.61,44.25,-0.36,Straight,0.0
42732,EDGE_42428_88763,EDGE_42732_89094,44.44,44.25,-0.19,Straight,0.0
42752,EDGE_42522_88866,EDGE_42752_89115,44.19,44.26,0.07,Straight,0.0
41451,EDGE_42562_88909,EDGE_87692_87693,44.27,44.25,-0.02,Straight,0.0
42496,EDGE_42625_88980,EDGE_42496_88837,43.63,44.25,0.62,Straight,0.0
41156,EDGE_42650_89007,EDGE_41156_87376,44.18,44.26,0.08,Straight,0.0
42009,EDGE_42724_89086,EDGE_42009_88306,43.72,44.26,0.54,Straight,0.0
41383,EDGE_42772_89139,EDGE_41383_87618,44.79,44.26,-0.53,Straight,0.0
41197,EDGE_42809_89177,EDGE_41197_87420,44.75,44.26,-0.49,Straight,0.0
41478,EDGE_42812_89180,EDGE_87722_87723,44.65,44.26,-0.39,Straight,0.0
42882,EDGE_42853_89221,EDGE_42882_89252,44.19,44.25,0.06,Straight,0.0
41353,EDGE_42906_89278,EDGE_41353_87585,43.85,44.26,0.41,Straight,0.0
