zone,direction,lat,lng,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,flood_risk,crime_score,event_frequency,poi_density,adjacency_count,lighting_score,cctv_density_estimate,police_station_distance,activity_score,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,congestion_score,travel_time_estimate,weather_exposure_score,time_risk,score_crime,score_lighting,score_activity,score_event,score_road,score_infra,score_cctv,score_police,score_poi,micro_risk,meso_risk,macro_risk,behavioural_adj,poi_interaction,time_multiplier,time_context,final_risk_score,contextual_risk,confidence_score,uncertainty_level,risk_band
SOUTHEAST / IT CORRIDOR,Bi-directional,12.811132,77.68965,Bommasandra,Bommasandra,,tertiary_link,tertiary_link,none,7.5m,28.0,0.14,0.45,0.446,0.088,0.135,0.262,0.392,0.066,0.349,6,0.329,0.223,0.8952,0.1245,0.718,0.5905,0.8592,0.611,0.5015,12.39,0.4196,0.525,0.4202,1.0,0.1245,0.0264,0.3181,0.282,0.223,0.8952,0.1518,0.631,0.6271,0.6001,0.18,-0.0,1.0951,late_night,98.64,88.19,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.813266,77.68546,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.42,0.25,0.38,0.078,0.4,0.261,0.389,0.093,0.347,6,0.2789,0.2508,0.8222,0.1064,0.7103,0.5088,0.9064,0.6366,0.4886,15.21,0.4041,0.538,0.4082,1.0,0.1064,0.0372,0.3276,0.2897,0.2508,0.8222,0.1512,0.6215,0.6179,0.6001,0.18,-0.0,1.0951,late_night,97.31,87.32,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.821959,77.68652,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.22,0.62,0.427,0.106,0.189,0.282,0.202,0.065,0.453,6,0.3441,0.265,0.7247,0.1214,0.7331,0.5799,0.8474,0.5677,0.5401,13.13,0.4993,0.39,0.1565,0.9839,0.1214,0.026,0.3004,0.2669,0.265,0.7247,0.1663,0.5505,0.6172,0.6001,0.18,-0.0001,1.0951,late_night,84.17,82.63,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.820113,77.69285,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.14,0.66,0.455,0.087,0.138,0.236,0.359,0.136,0.366,6,0.2564,0.2419,0.914,0.1268,0.6994,0.5379,0.8026,0.6495,0.5068,10.85,0.4482,0.556,0.3889,1.0,0.1268,0.0544,0.3351,0.3006,0.2419,0.914,0.154,0.6227,0.6406,0.6001,0.18,-0.0,1.0951,late_night,80.4,88.02,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.815961,77.69009,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.29,0.43,0.39,0.078,0.468,0.086,0.327,0.15,0.266,6,0.2956,0.2315,0.6276,0.109,0.712,0.4703,0.942,0.6349,0.545,12.37,0.413,0.352,0.4391,1.0,0.109,0.06,0.3266,0.288,0.2315,0.6276,0.1391,0.6105,0.6248,0.6001,0.18,-0.0,1.0951,late_night,82.01,86.78,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.814318,77.68395,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.35,0.44,0.466,0.115,0.392,0.261,0.266,0.165,0.531,4,0.3827,0.2716,0.8815,0.1324,0.711,0.4468,0.938,0.6132,0.5446,11.77,0.4563,0.473,0.3775,0.926,0.1324,0.066,0.3156,0.289,0.2716,0.8815,0.1786,0.6116,0.6116,0.6001,0.18,-0.0,1.0951,late_night,81.23,86.5,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.816201,77.69051,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.31,0.35,0.374,0.098,0.279,0.254,0.358,0.196,0.339,6,0.2987,0.2485,0.8226,0.1068,0.7166,0.4918,0.8767,0.6533,0.4982,11.67,0.4001,0.452,0.4684,1.0,0.1068,0.0784,0.3141,0.2834,0.2485,0.8226,0.1501,0.6309,0.5918,0.6001,0.18,-0.0,1.0951,late_night,78.23,87.22,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.822748,77.686066,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.22,0.7,0.414,0.09,0.397,0.117,0.458,0.131,0.412,6,0.2851,0.2069,0.8913,0.1164,0.6984,0.5718,0.8208,0.6517,0.5732,10.51,0.3663,0.612,0.6617,1.0,0.1164,0.0524,0.3349,0.3016,0.2069,0.8913,0.1599,0.6757,0.6172,0.6001,0.18,-0.0001,1.0951,late_night,80.71,90.86,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.822388,77.69318,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.2,0.36,0.436,0.099,0.286,0.083,0.407,0.173,0.352,6,0.2538,0.2193,0.8673,0.123,0.689,0.4501,0.9885,0.6992,0.5041,10.82,0.4005,0.515,0.6174,1.0,0.123,0.0692,0.3286,0.311,0.2193,0.8673,0.1518,0.6817,0.6406,0.6001,0.18,-0.0,1.0951,late_night,100.0,91.9,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.818789,77.6889,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.47,0.68,0.506,0.105,0.074,0.213,0.347,0.082,0.475,6,0.3921,0.2793,0.8616,0.1418,0.7348,0.5398,0.9408,0.5924,0.6123,14.69,0.4722,0.447,0.3314,0.9119,0.1418,0.0328,0.3131,0.2652,0.2793,0.8616,0.1702,0.5943,0.5918,0.6001,0.18,-0.0,1.0951,late_night,78.94,84.82,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.8139,77.68907,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.47,0.45,0.448,0.081,0.367,0.071,0.423,0.094,0.362,6,0.2721,0.2508,0.7922,0.1244,0.6981,0.5014,0.8795,0.6549,0.5502,11.49,0.3903,0.533,0.5388,1.0,0.1244,0.0376,0.3301,0.3019,0.2508,0.7922,0.1536,0.6409,0.6248,0.6001,0.18,-0.0,1.0951,late_night,83.61,88.78,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.821828,77.69231,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.55,0.51,0.391,0.09,0.22,0.08,0.45,0.14,0.368,6,0.2705,0.2185,0.6423,0.1104,0.7253,0.5568,0.7975,0.6609,0.5841,14.13,0.402,0.438,0.6224,1.0,0.1104,0.056,0.3321,0.2747,0.2185,0.6423,0.1541,0.6324,0.6406,0.6001,0.18,-0.0,1.0951,late_night,49.27,88.65,0.1,1.0,Moderate
SOUTHEAST / IT CORRIDOR,Bi-directional,12.813978,77.68963,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.19,0.63,0.394,0.085,0.362,0.154,0.45,0.084,0.296,6,0.2653,0.2494,0.8614,0.1107,0.6939,0.5698,0.8383,0.6577,0.5258,12.36,0.3764,0.538,0.5193,1.0,0.1107,0.0336,0.3356,0.3061,0.2494,0.8614,0.1437,0.6407,0.6248,0.6001,0.18,-0.0,1.0951,late_night,88.07,88.77,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.812009,77.69256,Bommasandra,Bommasandra,,tertiary_link,tertiary_link,none,7.5m,28.0,0.35,0.38,0.489,0.095,0.468,0.292,0.392,0.193,0.414,6,0.2945,0.259,0.7132,0.1364,0.7019,0.5508,0.8886,0.6496,0.558,13.0,0.4168,0.396,0.4264,1.0,0.1364,0.0772,0.3131,0.2981,0.259,0.7132,0.1616,0.6126,0.6027,0.6001,0.18,-0.0,1.0951,late_night,47.05,86.32,0.1,1.0,Moderate
SOUTHEAST / IT CORRIDOR,Bi-directional,12.815551,77.69141,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.51,0.48,0.479,0.121,0.324,0.176,0.211,0.196,0.534,8,0.3655,0.2731,0.7923,0.1363,0.7471,0.667,0.7506,0.5442,0.5303,14.55,0.467,0.34,0.2169,0.9518,0.1363,0.0784,0.3079,0.2529,0.2731,0.7923,0.1794,0.5557,0.6248,0.6001,0.18,-0.0,1.0951,late_night,42.39,83.19,0.1,1.0,Moderate
SOUTHEAST / IT CORRIDOR,Bi-directional,12.815329,77.68511,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.31,0.42,0.523,0.101,0.117,0.21,0.202,0.169,0.401,6,0.3488,0.2618,0.6398,0.1458,0.711,0.5388,0.8618,0.5525,0.4866,11.73,0.4485,0.267,0.173,0.9768,0.1458,0.0676,0.3006,0.289,0.2618,0.6398,0.1591,0.5482,0.6179,0.6001,0.18,-0.0,1.0951,late_night,67.63,82.51,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.815961,77.69116,Bommasandra,Bommasandra,,tertiary_link,tertiary_link,none,7.5m,28.0,0.34,0.4,0.452,0.088,0.217,0.085,0.299,0.063,0.423,6,0.3211,0.2375,0.6654,0.1261,0.7131,0.5513,0.8397,0.5668,0.5227,10.94,0.3727,0.364,0.297,1.0,0.1261,0.0252,0.3141,0.2869,0.2375,0.6654,0.1627,0.577,0.6248,0.6001,0.18,-0.0,1.0951,late_night,79.13,84.58,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.81138,77.69437,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.54,0.61,0.447,0.094,0.141,0.096,0.282,0.111,0.507,2,0.3383,0.2812,0.8389,0.1254,0.7446,0.3873,1.0,0.6249,0.5978,13.69,0.4357,0.436,0.3317,0.9925,0.1254,0.0444,0.3136,0.2554,0.2812,0.8389,0.1756,0.6137,0.5941,0.6001,0.18,-0.0,1.0951,late_night,87.32,86.16,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.818877,77.690056,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.37,0.5,0.458,0.1,0.382,0.174,0.465,0.077,0.348,2,0.2716,0.2076,0.8796,0.1288,0.705,0.3269,1.0,0.6691,0.5802,12.92,0.4111,0.539,0.5693,1.0,0.1288,0.0308,0.3396,0.295,0.2076,0.8796,0.1512,0.6753,0.5918,0.6001,0.18,-0.0,1.0951,late_night,84.99,90.14,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.823136,77.68545,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.14,0.26,0.464,0.09,0.284,0.189,0.272,0.14,0.415,2,0.3269,0.2576,0.8506,0.1294,0.6991,0.3069,0.9749,0.6011,0.4671,10.59,0.4918,0.448,0.2127,1.0,0.1294,0.056,0.3284,0.3009,0.2576,0.8506,0.1602,0.5989,0.6172,0.6001,0.18,-0.0001,1.0951,late_night,85.85,85.81,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.81705,77.687004,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.4,0.46,0.5,0.119,0.07,0.251,0.325,0.121,0.459,8,0.33,0.2585,0.7321,0.1416,0.7138,0.6032,0.8134,0.5959,0.5225,11.62,0.4493,0.445,0.3475,1.0,0.1416,0.0484,0.3099,0.2862,0.2585,0.7321,0.1678,0.5909,0.5941,0.6001,0.18,-0.0,1.0951,late_night,73.21,84.66,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.821367,77.69224,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.55,0.23,0.388,0.078,0.306,0.124,0.338,0.169,0.43,6,0.3206,0.259,0.7562,0.1085,0.7005,0.4805,0.9288,0.6043,0.4674,11.33,0.3932,0.486,0.4836,1.0,0.1085,0.0676,0.3274,0.2995,0.259,0.7562,0.1635,0.6312,0.6406,0.6001,0.18,-0.0,1.0951,late_night,47.25,88.58,0.1,1.0,Moderate
SOUTHEAST / IT CORRIDOR,Bi-directional,12.814496,77.69051,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.29,0.49,0.42,0.097,0.428,0.281,0.413,0.15,0.346,6,0.2783,0.2272,0.6548,0.1187,0.6984,0.5214,0.927,0.5946,0.5078,12.83,0.4608,0.427,0.4435,1.0,0.1187,0.06,0.3329,0.3016,0.2272,0.6548,0.1512,0.6156,0.6248,0.6001,0.18,-0.0,1.0951,late_night,88.74,87.12,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.814476,77.69215,Bommasandra,Bommasandra,Bommasandra Industry Road,residential,residential,none,7.5m,30.0,0.16,0.36,0.417,0.084,0.112,0.145,0.493,0.093,0.353,4,0.2747,0.231,0.8809,0.1166,0.703,0.4291,0.939,0.654,0.4536,10.3,0.3832,0.597,0.6945,1.0,0.1166,0.0372,0.3344,0.297,0.231,0.8809,0.1523,0.6883,0.6027,0.6001,0.18,-0.0,1.0951,late_night,80.12,91.29,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.814709,77.68897,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.13,0.48,0.389,0.083,0.341,0.284,0.424,0.198,0.396,6,0.281,0.2277,0.9378,0.1092,0.6939,0.5044,0.9048,0.6548,0.4953,11.86,0.4467,0.569,0.4714,1.0,0.1092,0.0792,0.3309,0.3061,0.2277,0.9378,0.1586,0.6536,0.6248,0.6001,0.18,-0.0,1.0951,late_night,86.29,89.62,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.821861,77.69518,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.32,0.28,0.461,0.081,0.027,0.091,0.439,0.19,0.369,2,0.2898,0.2156,0.6811,0.1278,0.704,0.336,1.0,0.6791,0.4586,12.12,0.4097,0.426,0.5618,1.0,0.1278,0.076,0.3216,0.296,0.2156,0.6811,0.1545,0.6502,0.6406,0.6001,0.18,-0.0,1.0951,late_night,90.64,89.83,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.819336,77.68455,Bommasandra,Bommasandra,"['Jigani Main Road', 'Jigani Industrial Estate Road']",secondary,secondary,none,7.5m,40.0,0.31,0.33,0.427,0.091,0.064,0.157,0.3,0.129,0.43,4,0.3279,0.2641,0.744,0.1199,0.7457,0.4742,0.8812,0.5842,0.4833,11.95,0.4348,0.4,0.2966,1.0,0.1199,0.0516,0.3104,0.2543,0.2641,0.744,0.1629,0.5865,0.5941,0.6001,0.18,-0.0,1.0951,late_night,74.54,84.36,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.822485,77.69197,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.6,0.64,0.407,0.078,0.277,0.267,0.41,0.176,0.368,2,0.2825,0.2445,0.7929,0.1134,0.6981,0.3792,1.0,0.7106,0.6129,14.09,0.4083,0.557,0.5556,1.0,0.1134,0.0704,0.3239,0.3019,0.2445,0.7929,0.1541,0.6581,0.6482,0.6001,0.18,-0.0,1.0951,late_night,90.72,90.56,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.820312,77.69112,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.43,0.4,0.366,0.081,0.062,0.149,0.484,0.091,0.359,6,0.3243,0.2414,0.8495,0.1031,0.7177,0.5089,0.9091,0.6742,0.5091,12.5,0.368,0.508,0.7613,1.0,0.1031,0.0364,0.3266,0.2823,0.2414,0.8495,0.1528,0.6902,0.6482,0.6001,0.18,-0.0,1.0951,late_night,87.07,92.66,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.815804,77.691345,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.2,0.25,0.505,0.108,0.319,0.165,0.389,0.057,0.518,4,0.3065,0.2581,0.9201,0.1418,0.7184,0.3943,0.9643,0.6282,0.4774,10.39,0.4323,0.507,0.3809,1.0,0.1418,0.0228,0.3234,0.2816,0.2581,0.9201,0.177,0.6352,0.6248,0.6001,0.18,-0.0,1.0951,late_night,77.54,88.41,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.813205,77.68611,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.42,0.67,0.409,0.092,0.384,0.177,0.393,0.164,0.314,6,0.2982,0.2459,0.7188,0.1153,0.6858,0.5702,0.9078,0.6675,0.585,11.76,0.3961,0.499,0.3209,1.0,0.1153,0.0656,0.3271,0.3142,0.2459,0.7188,0.1463,0.5969,0.6179,0.6001,0.18,-0.0,1.0951,late_night,81.01,85.7,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.814995,77.69044,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.16,0.69,0.418,0.084,0.291,0.204,0.372,0.135,0.404,6,0.2789,0.2006,0.6928,0.1169,0.6865,0.5603,0.9082,0.6241,0.5126,11.37,0.3849,0.443,0.3825,1.0,0.1169,0.054,0.3301,0.3135,0.2006,0.6928,0.1599,0.611,0.6248,0.6001,0.18,-0.0,1.0951,late_night,92.31,86.82,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.811886,77.69138,Bommasandra,Bommasandra,,tertiary_link,tertiary_link,none,7.5m,28.0,0.4,0.68,0.461,0.101,0.022,0.068,0.33,0.056,0.393,6,0.3248,0.274,0.9294,0.1297,0.7253,0.5404,0.8722,0.5918,0.5924,12.73,0.3617,0.52,0.3835,1.0,0.1297,0.0224,0.3204,0.2747,0.274,0.9294,0.1584,0.6232,0.6271,0.6001,0.18,-0.0,1.0951,late_night,98.44,87.68,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.818026,77.68943,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.22,0.31,0.515,0.114,0.363,0.175,0.32,0.162,0.521,6,0.3462,0.2481,0.7174,0.145,0.7135,0.5172,0.8909,0.5503,0.4653,12.35,0.4726,0.412,0.2649,0.9807,0.145,0.0648,0.3111,0.2865,0.2481,0.7174,0.1772,0.581,0.5918,0.6001,0.18,-0.0,1.0951,late_night,83.4,83.94,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.810459,77.6874,Bommasandra,Bommasandra,3rd Main Road,residential,residential,none,7.5m,30.0,0.26,0.26,0.459,0.103,0.334,0.161,0.316,0.133,0.338,6,0.307,0.2503,0.8239,0.1294,0.6697,0.4598,0.9493,0.6414,0.4308,10.1,0.3863,0.489,0.4617,1.0,0.1294,0.0532,0.3216,0.3303,0.2503,0.8239,0.1501,0.64,0.6461,0.6001,0.18,-0.0,1.0951,late_night,76.72,89.31,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.814367,77.68941,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.39,0.44,0.449,0.088,0.233,0.12,0.392,0.148,0.32,6,0.3143,0.2517,0.9453,0.1253,0.7044,0.4639,0.9837,0.6282,0.5598,10.87,0.3837,0.497,0.4468,1.0,0.1253,0.0592,0.3134,0.2956,0.2517,0.9453,0.1473,0.6532,0.6248,0.6001,0.18,-0.0,1.0951,late_night,53.02,89.59,0.1,1.0,Moderate
SOUTHEAST / IT CORRIDOR,Bi-directional,12.817245,77.69071,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.48,0.49,0.464,0.102,0.084,0.293,0.287,0.153,0.442,6,0.3509,0.2925,0.7135,0.1306,0.7201,0.534,0.9017,0.5908,0.5714,14.97,0.4548,0.378,0.2784,0.9737,0.1306,0.0612,0.3161,0.2799,0.2925,0.7135,0.1655,0.5753,0.5918,0.6001,0.18,-0.0,1.0951,late_night,64.75,83.57,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.811009,77.68691,Bommasandra,Bommasandra,3rd Main Road,residential,residential,none,7.5m,30.0,0.49,0.66,0.435,0.103,0.352,0.083,0.411,0.181,0.312,6,0.2914,0.2084,0.8147,0.1231,0.7037,0.5609,0.8695,0.6489,0.6091,13.95,0.3965,0.488,0.5615,1.0,0.1231,0.0724,0.3224,0.2963,0.2084,0.8147,0.1462,0.653,0.6461,0.6001,0.18,-0.0,1.0951,late_night,78.68,90.16,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.818958,77.68929,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.19,0.29,0.435,0.12,0.342,0.072,0.202,0.128,0.39,6,0.3274,0.2669,0.745,0.1248,0.7337,0.5518,0.8163,0.5482,0.4421,9.42,0.4144,0.328,0.1969,1.0,0.1248,0.0512,0.2969,0.2663,0.2669,0.745,0.1574,0.5613,0.5918,0.6001,0.18,-0.0,1.0951,late_night,57.5,82.65,0.1,1.0,Moderate
SOUTHEAST / IT CORRIDOR,Bi-directional,12.8135,77.68646,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.26,0.63,0.376,0.102,0.134,0.056,0.45,0.122,0.276,6,0.2851,0.2441,0.8704,0.1077,0.712,0.514,0.8986,0.6414,0.5395,12.67,0.3555,0.611,0.5897,1.0,0.1077,0.0488,0.3401,0.288,0.2441,0.8704,0.1406,0.6615,0.6179,0.6001,0.18,-0.0,1.0951,late_night,92.31,89.95,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.819658,77.68786,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.21,0.62,0.479,0.109,0.113,0.066,0.268,0.1,0.482,5,0.3582,0.2721,0.9204,0.1352,0.7142,0.512,0.9458,0.5785,0.5616,11.39,0.4588,0.433,0.2779,0.9627,0.1352,0.04,0.3106,0.2858,0.2721,0.9204,0.171,0.6047,0.5941,0.6001,0.18,-0.0,1.0951,late_night,62.45,85.56,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.822626,77.68695,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.26,0.28,0.409,0.093,0.497,0.097,0.392,0.074,0.418,4,0.27,0.223,0.7752,0.1154,0.6686,0.4041,0.973,0.6485,0.4526,11.18,0.4,0.433,0.4191,1.0,0.1154,0.0296,0.3176,0.3314,0.223,0.7752,0.161,0.6305,0.6172,0.6001,0.18,-0.0001,1.0951,late_night,70.77,87.89,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.814446,77.692924,Bommasandra,Bommasandra,Chandapura Service Road,tertiary,tertiary,none,7.5m,30.0,0.32,0.23,0.485,0.119,0.433,0.104,0.246,0.173,0.535,4,0.3467,0.2731,0.7923,0.1377,0.7271,0.422,0.9413,0.5705,0.4676,12.22,0.4463,0.376,0.2076,0.98,0.1377,0.0692,0.3066,0.2729,0.2731,0.7923,0.1797,0.5804,0.6027,0.6001,0.18,-0.0,1.0951,late_night,81.65,84.2,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.819432,77.69524,Bommasandra,Bommasandra,,residential,residential,none,7.5m,30.0,0.38,0.66,0.41,0.089,0.047,0.236,0.33,0.095,0.296,4,0.3206,0.2053,0.6496,0.1153,0.6918,0.4671,0.9351,0.6947,0.5564,13.71,0.4383,0.443,0.4289,1.0,0.1153,0.038,0.3179,0.3082,0.2053,0.6496,0.1437,0.614,0.614,0.6001,0.18,-0.0,1.0951,late_night,91.76,86.72,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.81859,77.68955,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.54,0.44,0.5,0.097,0.038,0.056,0.348,0.172,0.542,4,0.3279,0.2641,0.8097,0.1395,0.7572,0.4437,0.9623,0.5986,0.5594,14.07,0.4212,0.49,0.2948,1.0,0.1395,0.0688,0.3266,0.2428,0.2641,0.8097,0.1803,0.6056,0.5918,0.6001,0.18,-0.0,1.0951,late_night,75.26,85.56,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.817907,77.690155,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.14,0.37,0.537,0.121,0.5,0.184,0.296,0.056,0.38,4,0.3337,0.2366,0.6591,0.1514,0.7243,0.4423,0.945,0.581,0.4628,10.2,0.4429,0.316,0.2959,0.9995,0.1514,0.0224,0.3056,0.2757,0.2366,0.6591,0.1561,0.5872,0.5918,0.6001,0.18,-0.0,1.0951,late_night,69.58,84.35,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.815276,77.69144,Bommasandra,Bommasandra,,tertiary,tertiary,none,7.5m,30.0,0.13,0.29,0.446,0.116,0.058,0.195,0.322,0.098,0.535,8,0.3613,0.2812,0.7794,0.1273,0.7117,0.613,0.8227,0.556,0.4382,11.48,0.4524,0.379,0.4207,0.958,0.1273,0.0392,0.2989,0.2883,0.2812,0.7794,0.1796,0.5979,0.6248,0.6001,0.18,-0.0,1.0951,late_night,90.23,85.96,0.1,1.0,Critical
SOUTHEAST / IT CORRIDOR,Bi-directional,12.79607,77.707085,Chandapura,Chandapura,,residential,residential,none,7.5m,30.0,0.21,0.54,0.574,0.325,0.076,0.174,0.369,0.118,0.456,5,0.3065,0.2585,0.6639,0.1809,0.6988,0.5255,0.9142,0.6332,0.5053,10.67,0.4219,0.412,0.4471,1.0,0.1809,0.0472,0.3294,0.3012,0.2585,0.6639,0.1684,0.6155,0.6204,0.6001,0.18,-0.0,1.0951,late_night,61.86,87.0,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.795601,77.71273,Chandapura,Chandapura,,residential,residential,none,7.5m,30.0,0.14,0.6,0.533,0.331,0.418,0.11,0.336,0.198,0.497,6,0.2977,0.2508,0.6931,0.1709,0.6746,0.5538,0.8122,0.6273,0.5055,11.24,0.4113,0.396,0.3782,1.0,0.1709,0.0792,0.3151,0.3254,0.2508,0.6931,0.1745,0.5986,0.62,0.6001,0.18,-0.0,1.0951,late_night,61.99,85.88,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.805015,77.71246,Chandapura,Chandapura,,residential,residential,none,7.5m,30.0,0.14,0.4,0.551,0.418,0.309,0.299,0.337,0.06,0.468,6,0.2997,0.2375,0.6729,0.184,0.6827,0.4918,0.934,0.6346,0.4727,12.4,0.4347,0.344,0.3006,1.0,0.184,0.024,0.3051,0.3173,0.2375,0.6729,0.1701,0.5933,0.6023,0.6001,0.18,-0.0,1.0951,late_night,76.53,85.04,0.1,1.0,High
SOUTHEAST / IT CORRIDOR,Bi-directional,12.803295,77.71167,Chandapura,Chandapura,,residential,residential,none,7.5m,30.0,0.27,0.4,0.663,0.353,0.176,0.073,0.441,0.141,0.453,2,0.3644,0.2985,0.7041,0.2068,0.7075,0.2815,0.9576,0.6554,0.5274,9.87,0.3652,0.388,0.6054,0.9533,0.2068,0.0564,0.3079,0.2925,0.2985,0.7041,0.1679,0.6393,0.6144,0.6001,0.0,-0.0,1.0951,late_night,52.35,68.69,0.1,1.0,Moderate
SOUTHEAST / IT CORRIDOR,Bi-directional,12.797473,77.70901,Chandapura,Chandapura,,residential,residential,none,7.5m,30.0,0.52,0.38,0.528,0.397,0.133,0.165,0.36,0.051,0.481,8,0.3149,0.2711,0.7872,0.176,0.6949,0.566,0.8826,0.6381,0.5597,11.16,0.4048,0.425,0.4829,1.0,0.176,0.0204,0.3224,0.3051,0.2711,0.7872,0.1721,0.6304,0.6248,0.6001,0.18,-0.0,1.0951,late_night,62.56,88.09,0.1,1.0,High
