zone,lat,lng,final_risk_score,road_risk_score,confidence_score,uncertainty_level,risk_band
AIRPORT & PERIPHERAL ZONES,13.198724,77.707466,25.63,0.5287,0.5408,0.6151,Low
CENTRAL BANGALORE,12.968057,77.57247,25.62,0.5343,0.6029,0.5286,Low
CENTRAL BANGALORE,12.986738,77.59436,25.62,0.6296,0.5155,0.6486,Low
CENTRAL BANGALORE,12.952381,77.58179,25.62,0.5749,0.5408,0.6151,Low
CENTRAL BANGALORE,12.985239,77.6009,25.61,0.5541,0.6368,0.4788,Low
SOUTHEAST / IT CORRIDOR,12.839218,77.655464,25.6,0.5288,0.5635,0.5843,Low
SOUTH BANGALORE,12.903883,77.58136,25.6,0.5478,0.5408,0.6151,Low
CENTRAL BANGALORE,12.965056,77.58238,25.6,0.5807,0.5635,0.5843,Low
CENTRAL BANGALORE,12.962606,77.5722,25.59,0.6148,0.6029,0.5286,Low
CENTRAL BANGALORE,12.992337,77.59365,25.59,0.4836,0.5408,0.6151,Low
LOGISTICS / HIGH TRAFFIC ZONES,12.969261,77.74689,25.59,0.4861,0.7412,0.3151,Low
CENTRAL BANGALORE,12.968757,77.57864,25.59,0.4619,0.6029,0.5286,Low
CENTRAL BANGALORE,12.954888,77.58009,25.59,0.5866,0.6205,0.5031,Low
WEST BANGALORE,12.996647,77.546326,25.58,0.5951,0.5841,0.5556,Low
CENTRAL BANGALORE,12.984071,77.61342,25.57,0.6213,0.6368,0.4788,Low
CENTRAL BANGALORE,12.971991,77.574974,25.57,0.4365,0.6029,0.5286,Low
CENTRAL BANGALORE,12.980601,77.628265,25.56,0.5934,0.5155,0.6486,Low
CENTRAL BANGALORE,12.967613,77.580605,25.55,0.5108,0.6029,0.5286,Low
CENTRAL BANGALORE,12.970293,77.57597,25.55,0.487,0.6029,0.5286,Low
CENTRAL BANGALORE,12.983594,77.6118,25.54,0.5705,0.73,0.3333,Low
CENTRAL BANGALORE,12.971359,77.57549,25.54,0.5145,0.6029,0.5286,Low
EAST BANGALORE,12.97818,77.64082,25.54,0.4063,0.8356,0.1538,Low
CENTRAL BANGALORE,12.971856,77.578835,25.54,0.4607,0.6029,0.5286,Low
CENTRAL BANGALORE,12.970042,77.5709,25.53,0.4844,0.5635,0.5843,Low
CENTRAL BANGALORE,12.972057,77.57945,25.52,0.5459,0.6029,0.5286,Low
CENTRAL BANGALORE,12.961126,77.57835,25.52,0.5509,0.6668,0.4334,Low
CENTRAL BANGALORE,12.965032,77.58349,25.52,0.5949,0.5635,0.5843,Low
CENTRAL BANGALORE,12.976578,77.60179,25.52,0.545,0.8273,0.1685,Low
CENTRAL BANGALORE,12.97214,77.5711,25.51,0.5051,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.839051,77.65645,25.51,0.541,0.5635,0.5843,Low
AIRPORT & PERIPHERAL ZONES,13.198833,77.70607,25.51,0.5283,0.5408,0.6151,Low
SOUTH BANGALORE,12.943949,77.60633,25.5,0.5716,0.6205,0.5031,Low
CENTRAL BANGALORE,12.971752,77.5705,25.5,0.4699,0.6029,0.5286,Low
CENTRAL BANGALORE,12.98926,77.59954,25.49,0.6219,0.5635,0.5843,Low
CENTRAL BANGALORE,12.984323,77.59708,25.49,0.5545,0.5635,0.5843,Low
CENTRAL BANGALORE,12.950561,77.58001,25.48,0.5832,0.5408,0.6151,Low
CENTRAL BANGALORE,12.978028,77.60673,25.46,0.5378,0.8747,0.0838,Low
CENTRAL BANGALORE,12.961517,77.584076,25.45,0.6013,0.5408,0.6151,Low
CENTRAL BANGALORE,13.049127,77.62866,25.44,0.4748,0.5841,0.5556,Low
CENTRAL BANGALORE,12.98554,77.60035,25.43,0.6312,0.6368,0.4788,Low
CENTRAL BANGALORE,12.975618,77.597916,25.43,0.5082,0.7064,0.3715,Low
CENTRAL BANGALORE,12.96242,77.58273,25.43,0.6225,0.6368,0.4788,Low
SOUTHEAST / IT CORRIDOR,12.909755,77.63983,25.43,0.5273,0.6368,0.4788,Low
SOUTHEAST / IT CORRIDOR,12.939546,77.622925,25.41,0.5013,0.6029,0.5286,Low
NORTH BANGALORE,13.005421,77.574776,25.41,0.4798,0.5841,0.5556,Low
CENTRAL BANGALORE,12.968019,77.57802,25.41,0.535,0.5635,0.5843,Low
CENTRAL BANGALORE,12.972189,77.57029,25.4,0.4596,0.6029,0.5286,Low
CENTRAL BANGALORE,12.984812,77.60913,25.4,0.5868,0.7064,0.3715,Low
CENTRAL BANGALORE,12.957805,77.57754,25.39,0.5389,0.6668,0.4334,Low
SOUTH BANGALORE,12.94508,77.59497,25.39,0.603,0.5635,0.5843,Low
CENTRAL BANGALORE,12.971781,77.57756,25.39,0.4762,0.6368,0.4788,Low
SOUTHEAST / IT CORRIDOR,12.909246,77.640816,25.39,0.5273,0.6368,0.4788,Low
CENTRAL BANGALORE,12.988625,77.607506,25.38,0.5996,0.6368,0.4788,Low
EAST BANGALORE,12.938091,77.69775,25.38,0.5799,0.6029,0.5286,Low
CENTRAL BANGALORE,12.969327,77.58264,25.37,0.5257,0.6029,0.5286,Low
CENTRAL BANGALORE,12.985363,77.60234,25.36,0.5679,0.6368,0.4788,Low
CENTRAL BANGALORE,12.962574,77.582375,25.36,0.5924,0.6368,0.4788,Low
CENTRAL BANGALORE,12.964308,77.58402,25.35,0.5477,0.5635,0.5843,Low
CENTRAL BANGALORE,12.954588,77.58912,25.35,0.511,0.5408,0.6151,Low
SOUTHEAST / IT CORRIDOR,12.912194,77.60893,25.33,0.4749,0.6668,0.4334,Low
SOUTHEAST / IT CORRIDOR,12.913049,77.604004,25.33,0.4774,0.5635,0.5843,Low
CENTRAL BANGALORE,12.97171,77.576454,25.32,0.5051,0.6368,0.4788,Low
CENTRAL BANGALORE,12.955165,77.58006,25.31,0.5071,0.6205,0.5031,Low
CENTRAL BANGALORE,12.972117,77.57734,25.31,0.4687,0.6029,0.5286,Low
CENTRAL BANGALORE,12.978619,77.60685,25.31,0.5259,0.8747,0.0838,Low
CENTRAL BANGALORE,13.052431,77.62592,25.31,0.5198,0.5841,0.5556,Low
CENTRAL BANGALORE,12.970703,77.57117,25.31,0.4943,0.5635,0.5843,Low
SOUTHEAST / IT CORRIDOR,12.91904,77.60531,25.31,0.5555,0.5635,0.5843,Low
SOUTH BANGALORE,12.921724,77.58453,25.31,0.4685,0.6368,0.4788,Low
SOUTH BANGALORE,12.930788,77.578926,25.3,0.4651,0.73,0.3333,Low
CENTRAL BANGALORE,12.987458,77.60651,25.3,0.6496,0.6368,0.4788,Low
CENTRAL BANGALORE,12.956139,77.58368,25.3,0.5879,0.5408,0.6151,Low
SOUTH BANGALORE,12.924398,77.58252,25.29,0.4622,0.6368,0.4788,Low
NORTH BANGALORE,13.044042,77.62626,25.28,0.4168,0.5841,0.5556,Low
CENTRAL BANGALORE,12.979706,77.60363,25.28,0.5537,0.81,0.1988,Low
AIRPORT & PERIPHERAL ZONES,13.198452,77.70937,25.28,0.5686,0.5408,0.6151,Low
CENTRAL BANGALORE,12.965296,77.578995,25.27,0.5133,0.5635,0.5843,Low
EAST BANGALORE,12.979971,77.639915,25.27,0.4643,0.8356,0.1538,Low
CENTRAL BANGALORE,12.966853,77.58287,25.27,0.5628,0.6029,0.5286,Low
LOGISTICS / HIGH TRAFFIC ZONES,12.92297,77.62363,25.26,0.4564,0.6806,0.4121,Low
CENTRAL BANGALORE,12.954888,77.58009,25.26,0.6152,0.6205,0.5031,Low
CENTRAL BANGALORE,12.992381,77.592705,25.26,0.5544,0.5408,0.6151,Low
SOUTH BANGALORE,12.929058,77.56399,25.25,0.4351,0.6029,0.5286,Low
CENTRAL BANGALORE,12.971729,77.58042,25.25,0.5761,0.5635,0.5843,Low
CENTRAL BANGALORE,12.985035,77.60195,25.25,0.6704,0.6368,0.4788,Low
WEST BANGALORE,12.993003,77.541565,25.24,0.522,0.5841,0.5556,Low
SOUTH BANGALORE,12.931723,77.60736,25.23,0.5563,0.6029,0.5286,Low
SOUTH BANGALORE,12.930588,77.584946,25.23,0.4939,0.6668,0.4334,Low
SOUTHEAST / IT CORRIDOR,12.92058,77.61608,25.22,0.5413,0.5408,0.6151,Low
SOUTHEAST / IT CORRIDOR,12.84818,77.65508,25.22,0.5279,0.6368,0.4788,Low
CENTRAL BANGALORE,12.973579,77.57519,25.21,0.4039,0.6368,0.4788,Low
WEST BANGALORE,12.971129,77.56908,25.21,0.522,0.6029,0.5286,Low
CENTRAL BANGALORE,12.95427,77.582275,25.21,0.6394,0.5408,0.6151,Low
CENTRAL BANGALORE,12.999421,77.574104,25.21,0.4574,0.5841,0.5556,Low
CENTRAL BANGALORE,12.956155,77.58018,25.2,0.5815,0.6205,0.5031,Low
CENTRAL BANGALORE,12.971435,77.57436,25.2,0.4681,0.6029,0.5286,Low
CENTRAL BANGALORE,12.970616,77.56958,25.2,0.4814,0.5635,0.5843,Low
CENTRAL BANGALORE,12.985335,77.60702,25.2,0.5859,0.7064,0.3715,Low
CENTRAL BANGALORE,12.956464,77.5847,25.19,0.532,0.5408,0.6151,Low
CENTRAL BANGALORE,12.96844,77.58055,25.19,0.5492,0.6029,0.5286,Low
CENTRAL BANGALORE,12.958324,77.58189,25.18,0.5452,0.5841,0.5556,Low
CENTRAL BANGALORE,12.972055,77.59385,25.18,0.5625,0.5408,0.6151,Low
CENTRAL BANGALORE,12.971219,77.57957,25.17,0.4868,0.6029,0.5286,Low
CENTRAL BANGALORE,12.960097,77.57072,25.17,0.5892,0.6029,0.5286,Low
CENTRAL BANGALORE,12.954827,77.58173,25.17,0.5606,0.5408,0.6151,Low
CENTRAL BANGALORE,12.971944,77.57675,25.16,0.5258,0.6368,0.4788,Low
CENTRAL BANGALORE,12.970599,77.57653,25.16,0.5283,0.6368,0.4788,Low
CENTRAL BANGALORE,12.999267,77.570984,25.16,0.4003,0.5841,0.5556,Low
CENTRAL BANGALORE,12.970343,77.6104,25.16,0.5101,0.801,0.2143,Low
CENTRAL BANGALORE,12.987375,77.60149,25.15,0.6583,0.6368,0.4788,Low
EAST BANGALORE,12.958911,77.7022,25.15,0.4946,0.6205,0.5031,Low
CENTRAL BANGALORE,12.997364,77.585266,25.14,0.5451,0.5408,0.6151,Low
CENTRAL BANGALORE,12.987313,77.60197,25.14,0.5913,0.6368,0.4788,Low
WEST BANGALORE,12.971578,77.57325,25.14,0.4171,0.6029,0.5286,Low
CENTRAL BANGALORE,12.951253,77.60349,25.14,0.574,0.5635,0.5843,Low
CENTRAL BANGALORE,12.967347,77.582634,25.14,0.5693,0.6029,0.5286,Low
CENTRAL BANGALORE,12.964978,77.60102,25.12,0.5565,0.5841,0.5556,Low
SOUTH BANGALORE,12.907045,77.58455,25.12,0.513,0.5408,0.6151,Low
CENTRAL BANGALORE,12.956874,77.578476,25.12,0.5516,0.6938,0.3914,Low
WEST BANGALORE,12.97213,77.578224,25.11,0.5116,0.6029,0.5286,Low
CENTRAL BANGALORE,13.001025,77.570305,25.11,0.4684,0.5841,0.5556,Low
CENTRAL BANGALORE,12.970566,77.57816,25.11,0.5228,0.6368,0.4788,Low
AIRPORT & PERIPHERAL ZONES,13.199076,77.70902,25.11,0.4815,0.5408,0.6151,Low
CENTRAL BANGALORE,12.969463,77.57222,25.09,0.4359,0.6029,0.5286,Low
CENTRAL BANGALORE,12.967585,77.581085,25.09,0.6015,0.6029,0.5286,Low
CENTRAL BANGALORE,12.984096,77.59878,25.09,0.5848,0.5635,0.5843,Low
CENTRAL BANGALORE,12.971873,77.59363,25.09,0.4943,0.5408,0.6151,Low
EAST BANGALORE,12.951566,77.69797,25.09,0.4905,0.6522,0.4557,Low
CENTRAL BANGALORE,12.969556,77.57716,25.09,0.5379,0.6368,0.4788,Low
CENTRAL BANGALORE,13.049481,77.62761,25.09,0.5797,0.5841,0.5556,Low
SOUTH BANGALORE,12.931768,77.610016,25.09,0.455,0.7064,0.3715,Low
CENTRAL BANGALORE,12.967917,77.57275,25.08,0.5254,0.5635,0.5843,Low
CENTRAL BANGALORE,12.977329,77.60813,25.07,0.5182,0.8747,0.0838,Low
CENTRAL BANGALORE,12.972326,77.576996,25.07,0.4796,0.6029,0.5286,Low
WEST BANGALORE,12.995805,77.54621,25.05,0.5262,0.5841,0.5556,Low
CENTRAL BANGALORE,12.986086,77.60142,25.05,0.5126,0.6368,0.4788,Low
CENTRAL BANGALORE,12.969579,77.571945,25.04,0.5189,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.923485,77.62041,25.03,0.5014,0.7064,0.3715,Low
CENTRAL BANGALORE,12.960449,77.575035,25.02,0.6025,0.6029,0.5286,Low
CENTRAL BANGALORE,12.966114,77.58349,25.02,0.5578,0.6029,0.5286,Low
CENTRAL BANGALORE,12.967615,77.577805,25.02,0.4638,0.5635,0.5843,Low
CENTRAL BANGALORE,12.993017,77.609276,25.0,0.5947,0.5635,0.5843,Low
SOUTHEAST / IT CORRIDOR,12.921091,77.60407,25.0,0.5892,0.5155,0.6486,Low
CENTRAL BANGALORE,12.96829,77.56319,24.99,0.5767,0.5155,0.6486,Low
CENTRAL BANGALORE,12.985213,77.60383,24.98,0.5957,0.7064,0.3715,Low
CENTRAL BANGALORE,12.975444,77.61384,24.97,0.5872,0.7823,0.2464,Low
CENTRAL BANGALORE,12.964476,77.573715,24.97,0.58,0.6029,0.5286,Low
WEST BANGALORE,12.998845,77.57223,24.96,0.4586,0.5841,0.5556,Low
CENTRAL BANGALORE,12.992622,77.59279,24.96,0.6009,0.5408,0.6151,Low
CENTRAL BANGALORE,12.988919,77.60196,24.96,0.5463,0.6368,0.4788,Low
CENTRAL BANGALORE,12.985302,77.59973,24.95,0.5972,0.5635,0.5843,Low
CENTRAL BANGALORE,12.971876,77.57543,24.95,0.4379,0.6029,0.5286,Low
CENTRAL BANGALORE,12.986283,77.60544,24.95,0.6037,0.6368,0.4788,Low
CENTRAL BANGALORE,12.970307,77.58212,24.95,0.5209,0.6029,0.5286,Low
SOUTH BANGALORE,12.926751,77.57888,24.95,0.5152,0.73,0.3333,Low
CENTRAL BANGALORE,12.957821,77.57923,24.94,0.5257,0.6668,0.4334,Low
CENTRAL BANGALORE,12.964914,77.5726,24.94,0.5477,0.6029,0.5286,Low
CENTRAL BANGALORE,12.969574,77.579216,24.94,0.4952,0.6029,0.5286,Low
CENTRAL BANGALORE,12.968778,77.57382,24.93,0.5444,0.6029,0.5286,Low
CENTRAL BANGALORE,12.974053,77.61116,24.93,0.4786,0.801,0.2143,Low
CENTRAL BANGALORE,12.979553,77.606285,24.92,0.5437,0.8438,0.1393,Low
CENTRAL BANGALORE,12.966356,77.57913,24.92,0.5551,0.5635,0.5843,Low
CENTRAL BANGALORE,12.969012,77.61291,24.92,0.5471,0.7823,0.2464,Low
CENTRAL BANGALORE,12.986049,77.60561,24.92,0.5602,0.6368,0.4788,Low
CENTRAL BANGALORE,13.049317,77.63039,24.91,0.5291,0.5408,0.6151,Low
AIRPORT & PERIPHERAL ZONES,13.197512,77.708984,24.91,0.5809,0.5408,0.6151,Low
SOUTHEAST / IT CORRIDOR,12.912915,77.60786,24.91,0.4759,0.6668,0.4334,Low
CENTRAL BANGALORE,12.967613,77.580605,24.91,0.4859,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.839499,77.659515,24.9,0.5496,0.5635,0.5843,Low
CENTRAL BANGALORE,12.969529,77.57455,24.9,0.4926,0.6029,0.5286,Low
CENTRAL BANGALORE,12.986031,77.60129,24.9,0.6206,0.6368,0.4788,Low
WEST BANGALORE,12.971831,77.57107,24.89,0.4507,0.6029,0.5286,Low
CENTRAL BANGALORE,12.961654,77.56627,24.89,0.6205,0.5635,0.5843,Low
CENTRAL BANGALORE,12.986359,77.60167,24.89,0.6323,0.6368,0.4788,Low
CENTRAL BANGALORE,12.969012,77.61291,24.88,0.5498,0.7823,0.2464,Low
CENTRAL BANGALORE,12.981728,77.60489,24.88,0.5771,0.7725,0.263,Low
CENTRAL BANGALORE,12.967385,77.573044,24.88,0.5023,0.5635,0.5843,Low
CENTRAL BANGALORE,12.958733,77.576805,24.88,0.6435,0.6668,0.4334,Low
CENTRAL BANGALORE,12.966139,77.58059,24.87,0.5328,0.5635,0.5843,Low
CENTRAL BANGALORE,12.982462,77.6001,24.87,0.639,0.7064,0.3715,Low
CENTRAL BANGALORE,12.972202,77.59427,24.87,0.5685,0.5408,0.6151,Low
CENTRAL BANGALORE,12.987465,77.60387,24.87,0.6184,0.6368,0.4788,Low
CENTRAL BANGALORE,12.95087,77.59557,24.87,0.5811,0.5635,0.5843,Low
SOUTHEAST / IT CORRIDOR,12.934357,77.61692,24.86,0.484,0.7918,0.2302,Low
CENTRAL BANGALORE,12.983358,77.60113,24.86,0.6206,0.7064,0.3715,Low
NORTH BANGALORE,13.039714,77.59461,24.85,0.4817,0.6806,0.4121,Low
CENTRAL BANGALORE,12.98424,77.597145,24.84,0.5086,0.5635,0.5843,Low
WEST BANGALORE,12.999099,77.57265,24.84,0.4072,0.5841,0.5556,Low
WEST BANGALORE,13.010822,77.55916,24.84,0.582,0.6029,0.5286,Low
EAST BANGALORE,12.966613,77.74691,24.83,0.4836,0.7412,0.3151,Low
CENTRAL BANGALORE,12.965573,77.58172,24.83,0.5464,0.5635,0.5843,Low
EAST BANGALORE,12.959979,77.702065,24.83,0.4496,0.6205,0.5031,Low
CENTRAL BANGALORE,12.966495,77.61395,24.83,0.5118,0.5841,0.5556,Low
SOUTH BANGALORE,12.924205,77.6094,24.82,0.5937,0.5155,0.6486,Low
EAST BANGALORE,12.939604,77.6978,24.82,0.5682,0.6029,0.5286,Low
CENTRAL BANGALORE,12.971252,77.57302,24.8,0.4582,0.6029,0.5286,Low
CENTRAL BANGALORE,12.972359,77.57694,24.8,0.4835,0.6029,0.5286,Low
SOUTH BANGALORE,12.926908,77.58815,24.8,0.5109,0.6668,0.4334,Low
SOUTHEAST / IT CORRIDOR,12.918477,77.611595,24.79,0.518,0.6029,0.5286,Low
CENTRAL BANGALORE,12.971233,77.575775,24.79,0.4953,0.6368,0.4788,Low
SOUTH BANGALORE,12.921202,77.58372,24.79,0.5676,0.6368,0.4788,Low
LOGISTICS / HIGH TRAFFIC ZONES,12.912113,77.644585,24.78,0.4633,0.6368,0.4788,Low
EAST BANGALORE,12.979937,77.63706,24.77,0.4307,0.8356,0.1538,Low
CENTRAL BANGALORE,12.991464,77.61186,24.77,0.51,0.6368,0.4788,Low
CENTRAL BANGALORE,12.956743,77.57743,24.76,0.5597,0.6668,0.4334,Low
CENTRAL BANGALORE,12.964396,77.58156,24.76,0.5459,0.5635,0.5843,Low
CENTRAL BANGALORE,12.964087,77.5668,24.76,0.5883,0.5635,0.5843,Low
SOUTH BANGALORE,12.934416,77.58119,24.75,0.5666,0.7064,0.3715,Low
SOUTH BANGALORE,12.872043,77.59715,24.74,0.5549,0.6368,0.4788,Low
CENTRAL BANGALORE,12.970248,77.570244,24.73,0.4899,0.5635,0.5843,Low
WEST BANGALORE,12.979156,77.5777,24.73,0.4746,0.5408,0.6151,Low
CENTRAL BANGALORE,12.970511,77.57781,24.72,0.4894,0.6368,0.4788,Low
CENTRAL BANGALORE,12.986323,77.610504,24.71,0.5551,0.6368,0.4788,Low
CENTRAL BANGALORE,12.968392,77.56859,24.71,0.532,0.5155,0.6486,Low
WEST BANGALORE,12.972101,77.5787,24.7,0.483,0.6029,0.5286,Low
CENTRAL BANGALORE,12.968806,77.57084,24.7,0.5674,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.919553,77.608215,24.7,0.5071,0.5635,0.5843,Low
CENTRAL BANGALORE,12.984697,77.60986,24.7,0.5298,0.7064,0.3715,Low
CENTRAL BANGALORE,12.955205,77.580025,24.69,0.5562,0.6205,0.5031,Low
CENTRAL BANGALORE,12.969401,77.57739,24.69,0.5531,0.6029,0.5286,Low
CENTRAL BANGALORE,12.96713,77.57337,24.69,0.5669,0.5635,0.5843,Low
SOUTHEAST / IT CORRIDOR,12.940472,77.622505,24.68,0.5268,0.5635,0.5843,Low
SOUTH BANGALORE,12.930903,77.57662,24.68,0.4767,0.73,0.3333,Low
CENTRAL BANGALORE,12.946425,77.59103,24.68,0.5938,0.6029,0.5286,Low
CENTRAL BANGALORE,12.971036,77.5775,24.68,0.5243,0.6368,0.4788,Low
CENTRAL BANGALORE,12.950097,77.59846,24.67,0.5978,0.5635,0.5843,Low
CENTRAL BANGALORE,12.968781,77.58323,24.65,0.5167,0.6029,0.5286,Low
CENTRAL BANGALORE,12.987061,77.608536,24.65,0.5555,0.6368,0.4788,Low
CENTRAL BANGALORE,12.96794,77.575066,24.64,0.5627,0.5635,0.5843,Low
CENTRAL BANGALORE,12.988136,77.61156,24.64,0.5866,0.6368,0.4788,Low
CENTRAL BANGALORE,12.987698,77.60324,24.62,0.5944,0.6368,0.4788,Low
CENTRAL BANGALORE,12.959764,77.57178,24.59,0.5732,0.6029,0.5286,Low
CENTRAL BANGALORE,12.993383,77.56805,24.58,0.5005,0.5408,0.6151,Low
CENTRAL BANGALORE,12.951437,77.580055,24.57,0.5781,0.5408,0.6151,Low
CENTRAL BANGALORE,12.973,77.58116,24.57,0.4646,0.5635,0.5843,Low
CENTRAL BANGALORE,12.978235,77.60538,24.56,0.5164,0.8747,0.0838,Low
SOUTH BANGALORE,12.925681,77.58491,24.56,0.4883,0.6668,0.4334,Low
SOUTH BANGALORE,12.903744,77.57991,24.56,0.5841,0.5408,0.6151,Low
CENTRAL BANGALORE,12.97355,77.56988,24.56,0.5074,0.6029,0.5286,Low
CENTRAL BANGALORE,12.969394,77.57823,24.56,0.4942,0.6029,0.5286,Low
CENTRAL BANGALORE,12.98018,77.558624,24.55,0.4921,0.5408,0.6151,Low
EAST BANGALORE,12.960704,77.702095,24.55,0.5044,0.6205,0.5031,Low
CENTRAL BANGALORE,12.984707,77.61012,24.53,0.6004,0.7064,0.3715,Low
CENTRAL BANGALORE,12.973787,77.577934,24.53,0.4465,0.6029,0.5286,Low
EAST BANGALORE,12.938364,77.69781,24.53,0.5703,0.6029,0.5286,Low
CENTRAL BANGALORE,12.975978,77.61263,24.53,0.4998,0.8188,0.1835,Low
SOUTHEAST / IT CORRIDOR,12.937186,77.62057,24.53,0.4681,0.7184,0.3521,Low
CENTRAL BANGALORE,12.971446,77.57759,24.53,0.4825,0.6368,0.4788,Low
WEST BANGALORE,12.972587,77.5749,24.53,0.4905,0.6029,0.5286,Low
SOUTH BANGALORE,12.924191,77.57976,24.52,0.475,0.73,0.3333,Low
WEST BANGALORE,12.972319,77.57396,24.52,0.4855,0.6029,0.5286,Low
CENTRAL BANGALORE,12.971049,77.577156,24.51,0.4842,0.6368,0.4788,Low
CENTRAL BANGALORE,12.947258,77.59795,24.51,0.5928,0.5635,0.5843,Low
CENTRAL BANGALORE,12.994707,77.574974,24.5,0.509,0.5841,0.5556,Low
CENTRAL BANGALORE,12.972749,77.57112,24.5,0.4773,0.6029,0.5286,Low
SOUTH BANGALORE,12.927268,77.57693,24.49,0.5645,0.7064,0.3715,Low
CENTRAL BANGALORE,12.977459,77.61501,24.48,0.5647,0.7823,0.2464,Low
CENTRAL BANGALORE,12.988116,77.61026,24.48,0.5222,0.6368,0.4788,Low
WEST BANGALORE,13.003429,77.57126,24.47,0.4178,0.5408,0.6151,Low
CENTRAL BANGALORE,12.971571,77.56854,24.46,0.4562,0.6029,0.5286,Low
CENTRAL BANGALORE,12.980941,77.593704,24.46,0.5434,0.5635,0.5843,Low
SOUTHEAST / IT CORRIDOR,12.924202,77.61487,24.45,0.4903,0.5841,0.5556,Low
CENTRAL BANGALORE,12.967536,77.59304,24.45,0.6198,0.5408,0.6151,Low
CENTRAL BANGALORE,12.971027,77.57227,24.45,0.469,0.6029,0.5286,Low
CENTRAL BANGALORE,12.957923,77.57796,24.44,0.5718,0.6668,0.4334,Low
SOUTH BANGALORE,12.933035,77.580666,24.44,0.5556,0.73,0.3333,Low
CENTRAL BANGALORE,12.986129,77.60705,24.43,0.5855,0.6368,0.4788,Low
CENTRAL BANGALORE,12.957775,77.588135,24.43,0.598,0.5408,0.6151,Low
CENTRAL BANGALORE,12.970044,77.5769,24.43,0.4891,0.6368,0.4788,Low
CENTRAL BANGALORE,12.968281,77.58129,24.42,0.5262,0.6029,0.5286,Low
CENTRAL BANGALORE,12.971407,77.578545,24.42,0.5172,0.6368,0.4788,Low
CENTRAL BANGALORE,12.986535,77.60668,24.41,0.596,0.6368,0.4788,Low
CENTRAL BANGALORE,12.969652,77.57598,24.41,0.4973,0.6029,0.5286,Low
CENTRAL BANGALORE,12.969463,77.57222,24.41,0.4389,0.6029,0.5286,Low
CENTRAL BANGALORE,12.966044,77.58195,24.41,0.5181,0.5635,0.5843,Low
CENTRAL BANGALORE,12.968153,77.581024,24.4,0.4442,0.6029,0.5286,Low
CENTRAL BANGALORE,12.979565,77.609604,24.4,0.5094,0.8747,0.0838,Low
CENTRAL BANGALORE,12.966969,77.57854,24.4,0.5346,0.5635,0.5843,Low
CENTRAL BANGALORE,12.957808,77.582016,24.38,0.5728,0.5841,0.5556,Low
CENTRAL BANGALORE,12.955864,77.57523,24.37,0.5754,0.6668,0.4334,Low
SOUTH BANGALORE,12.930842,77.58253,24.37,0.6008,0.73,0.3333,Low
AIRPORT & PERIPHERAL ZONES,13.198717,77.708916,24.37,0.5816,0.5408,0.6151,Low
CENTRAL BANGALORE,12.985027,77.60446,24.36,0.5587,0.7064,0.3715,Low
CENTRAL BANGALORE,12.962017,77.577675,24.36,0.5082,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.921226,77.61107,24.36,0.5453,0.6029,0.5286,Low
CENTRAL BANGALORE,12.989785,77.6067,24.36,0.5354,0.6368,0.4788,Low
WEST BANGALORE,12.971592,77.57071,24.34,0.4461,0.6029,0.5286,Low
CENTRAL BANGALORE,12.954799,77.58206,24.34,0.4981,0.5408,0.6151,Low
SOUTHEAST / IT CORRIDOR,12.913993,77.61007,24.33,0.4531,0.6668,0.4334,Low
CENTRAL BANGALORE,12.98836,77.60194,24.33,0.6019,0.6368,0.4788,Low
CENTRAL BANGALORE,12.991704,77.608315,24.33,0.5588,0.6368,0.4788,Low
CENTRAL BANGALORE,12.983043,77.60585,24.31,0.6272,0.7064,0.3715,Low
CENTRAL BANGALORE,12.98563,77.601166,24.31,0.5636,0.6368,0.4788,Low
CENTRAL BANGALORE,12.970577,77.577705,24.31,0.5123,0.6368,0.4788,Low
CENTRAL BANGALORE,12.984009,77.60924,24.3,0.5246,0.7064,0.3715,Low
CENTRAL BANGALORE,12.965623,77.58387,24.3,0.5058,0.5635,0.5843,Low
CENTRAL BANGALORE,12.972112,77.57347,24.3,0.5093,0.6029,0.5286,Low
CENTRAL BANGALORE,12.971963,77.57387,24.3,0.4691,0.6029,0.5286,Low
CENTRAL BANGALORE,12.965648,77.5808,24.29,0.4888,0.5635,0.5843,Low
SOUTH BANGALORE,12.929092,77.56617,24.29,0.4578,0.6029,0.5286,Low
CENTRAL BANGALORE,12.967808,77.583664,24.29,0.5861,0.6029,0.5286,Low
CENTRAL BANGALORE,12.973253,77.572716,24.29,0.3936,0.6029,0.5286,Low
CENTRAL BANGALORE,12.972904,77.581406,24.28,0.4497,0.5635,0.5843,Low
CENTRAL BANGALORE,12.96946,77.57655,24.28,0.5316,0.6029,0.5286,Low
CENTRAL BANGALORE,12.985319,77.60153,24.28,0.6622,0.6368,0.4788,Low
CENTRAL BANGALORE,12.957367,77.587296,24.27,0.523,0.5408,0.6151,Low
SOUTHEAST / IT CORRIDOR,12.849431,77.65052,24.27,0.5366,0.5155,0.6486,Low
CENTRAL BANGALORE,12.974532,77.614105,24.27,0.5041,0.7823,0.2464,Low
