edge_id,source_node,destination_node,lat,lng,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count,zone,source_area,destination_area,road_name,road_type,highway_type,zone_type,static_component,graph_component,static_distance_km,static_travel_time_min
EDGE_14949_31812,14949,31812,13.103828,77.575016,,30.0,0.38,0.24,0.498,0.139,0.355,0.452,0.431,0.594,0.296,0.3,0.162,0.526,0.535,0.429,0.467,1.92,0.638,0.252,0.553,0.304,0.4,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,1st Main Road,tertiary,tertiary,Logistics Zone,0.26449380791036065,-3.4008602310411685e-06,0.7760936734725691,1.5521873469451382
EDGE_14950_31813,14950,31813,13.099907,77.583794,,30.0,0.38,0.25,0.473,0.123,0.27,0.89,0.476,0.607,0.383,0.403,0.084,0.521,0.538,0.369,0.476,2.44,0.549,0.058,0.48,0.388,0.504,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,3rd B Cross,tertiary,tertiary,Logistics Zone,0.23080209102554272,-3.4008602310411685e-06,0.7760996922646037,1.5521993845292075
EDGE_14951_31814,14951,31814,13.102856,77.583183,,30.0,0.31,0.28,0.499,0.131,0.195,0.383,0.518,0.607,0.358,0.349,0.162,0.532,0.563,0.426,0.418,31.13,0.584,0.294,0.438,0.374,0.435,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,3rd B Cross Road,tertiary,tertiary,Logistics Zone,0.2567839964261151,-3.4008602310411685e-06,0.7760951656670658,1.5521903313341316
EDGE_14952_31815,14952,31815,13.096366,77.573327,,30.0,0.36,0.56,0.437,0.102,0.17,0.146,0.38,0.451,0.303,0.287,0.155,0.447,0.383,0.519,0.469,4.11,0.57,0.269,0.376,0.313,0.417,2,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,7th Cross,residential,residential,Logistics Zone,0.3190997634525118,-3.4008602310411685e-06,0.7761051262728846,1.5522102525457693
EDGE_14953_31816,14953,31816,13.100637,77.573308,,30.0,0.31,0.38,0.451,0.12,0.209,0.763,0.431,0.473,0.302,0.285,0.159,0.362,0.484,0.42,0.46,3.26,0.472,0.092,0.42,0.283,0.474,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,UNKNOWN,residential,residential,Logistics Zone,0.2778188948584582,-3.4008602310411685e-06,0.7760985718343026,1.5521971436686053
EDGE_14954_31817,14954,31817,13.104887,77.574449,,30.0,0.32,0.67,0.447,0.128,0.495,0.799,0.446,0.536,0.436,0.269,0.138,0.368,0.546,0.456,0.438,2.72,0.504,0.297,0.351,0.299,0.515,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,UNKNOWN,residential,residential,Logistics Zone,0.36672675619648726,-3.4008602310411685e-06,0.7760920475971312,1.5521840951942625
EDGE_14955_31818,14955,31818,13.097489,77.57376,,30.0,0.57,0.66,0.402,0.103,0.407,0.115,0.387,0.55,0.319,0.258,0.18,0.415,0.476,0.581,0.496,2.78,0.649,0.296,0.374,0.261,0.387,2,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,3rd Cross Road,residential,residential,Logistics Zone,0.3213659408837099,-3.4008602310411685e-06,0.776103403072274,1.552206806144548
EDGE_31819_31820,31819,31820,13.094455,77.577087,,30.0,0.35,0.4,0.382,0.128,0.361,0.466,0.482,0.521,0.485,0.322,0.133,0.468,0.52,0.461,0.48,4.72,0.511,0.099,0.358,0.304,0.486,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,UNKNOWN,residential,residential,Logistics Zone,0.2886721854789508,-3.4008602310411685e-06,0.7761080583050197,1.5522161166100394
EDGE_14957_31821,14957,31821,13.102631,77.571529,,30.0,0.12,0.34,0.463,0.107,0.428,0.122,0.389,0.481,0.432,0.301,0.07,0.413,0.536,0.495,0.423,3.35,0.434,0.096,0.338,0.3,0.382,8,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,4th Cross Road,residential,residential,Logistics Zone,0.2262463232538765,-3.4008602310411685e-06,0.7760955110673916,1.5521910221347832
EDGE_14958_31822,14958,31822,13.101055,77.572023,,30.0,0.55,0.66,0.467,0.114,0.235,0.562,0.434,0.542,0.331,0.212,0.146,0.485,0.517,0.488,0.477,7.16,0.549,0.299,0.32,0.188,0.507,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,3rd Main Road,residential,residential,Logistics Zone,0.3126198549012949,-3.4008602310411685e-06,0.7760979302459969,1.5521958604919939
EDGE_14959_31823,14959,31823,13.101358,77.573946,,30.0,0.13,0.65,0.478,0.119,0.313,0.404,0.361,0.415,0.319,0.213,0.073,0.328,0.541,0.493,0.457,9.16,0.499,0.287,0.38,0.229,0.446,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,UNKNOWN,residential,residential,Logistics Zone,0.34140933871588286,-3.4008602310411685e-06,0.7760974651589985,1.552194930317997
EDGE_14960_31824,14960,31824,13.102905,77.57548,,30.0,0.18,0.61,0.476,0.102,0.222,0.165,0.436,0.458,0.472,0.307,0.188,0.39,0.463,0.42,0.454,4.45,0.534,0.163,0.411,0.278,0.421,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,UNKNOWN,residential,residential,Logistics Zone,0.34206505187219255,-3.4008602310411685e-06,0.7760950904457992,1.5521901808915983
EDGE_14961_31825,14961,31825,13.104761,77.577159,,40.0,0.12,0.59,0.502,0.125,0.384,0.379,0.564,0.615,0.233,0.396,0.093,0.497,0.587,0.389,0.39,8.99,0.668,0.055,0.511,0.378,0.357,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,Oil Mill Road,secondary,secondary,Logistics Zone,0.14000582683363436,-3.4008602310411685e-06,0.7760922410506436,1.5521844821012871
EDGE_14962_31826,14962,31826,13.101563,77.572659,,30.0,0.21,0.27,0.47,0.098,0.225,0.253,0.381,0.473,0.392,0.253,0.062,0.372,0.427,0.429,0.484,2.97,0.557,0.08,0.301,0.257,0.439,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,UNKNOWN,residential,residential,Logistics Zone,0.25234068663059217,-3.4008602310411685e-06,0.7760971504903517,1.5521943009807033
EDGE_14963_31827,14963,31827,13.096589,77.578343,,30.0,0.34,0.37,0.424,0.119,0.483,0.236,0.374,0.538,0.324,0.239,0.085,0.386,0.513,0.48,0.48,9.23,0.535,0.197,0.353,0.213,0.453,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,UNKNOWN,residential,residential,Logistics Zone,0.24608293721848845,-3.4008602310411685e-06,0.7761047840991299,1.5522095681982597
EDGE_14964_31828,14964,31828,13.1008,77.582057,,40.0,0.5,0.49,0.52,0.124,0.161,0.827,0.495,0.639,0.277,0.403,0.093,0.644,0.624,0.345,0.391,14.07,0.674,0.096,0.4,0.362,0.426,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,Yelahanka New Town Main Road,secondary,secondary,Logistics Zone,0.14501167609807117,-3.4008602310411685e-06,0.7760983216478867,1.5521966432957734
EDGE_14965_31829,14965,31829,13.10093,77.570627,,30.0,0.21,0.36,0.476,0.126,0.166,0.706,0.368,0.522,0.359,0.319,0.14,0.344,0.553,0.428,0.405,11.56,0.474,0.086,0.33,0.334,0.488,8,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,1st B Main Road,residential,residential,Logistics Zone,0.2570350804529288,-3.4008602310411685e-06,0.7760981221105774,1.5521962442211548
EDGE_14966_31830,14966,31830,13.095024,77.583801,,30.0,0.37,0.26,0.46,0.105,0.223,0.68,0.477,0.538,0.403,0.286,0.118,0.433,0.471,0.483,0.448,11.47,0.556,0.154,0.391,0.257,0.545,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,2nd A Main,residential,residential,Logistics Zone,0.290922797096116,-3.4008602310411685e-06,0.7761071853355564,1.552214370671113
EDGE_31831_31832,31831,31832,13.102015,77.569831,,30.0,0.37,0.59,0.493,0.149,0.371,0.709,0.512,0.608,0.374,0.437,0.074,0.568,0.596,0.339,0.431,10.99,0.586,0.205,0.438,0.435,0.42,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,UNKNOWN,tertiary,tertiary,Logistics Zone,0.23517788857110342,-3.4008602310411685e-06,0.7760964566677466,1.5521929133354933
EDGE_14968_31833,14968,31833,13.103933,77.571294,,30.0,0.11,0.26,0.416,0.1,0.096,0.759,0.431,0.519,0.335,0.273,0.17,0.385,0.456,0.454,0.438,3.97,0.416,0.268,0.409,0.262,0.551,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,UNKNOWN,residential,residential,Logistics Zone,0.34296002921567714,-3.4008602310411685e-06,0.7760935122723929,1.5521870245447857
EDGE_14969_31834,14969,31834,13.09821,77.580998,,30.0,0.3,0.42,0.408,0.116,0.295,0.413,0.472,0.499,0.49,0.246,0.143,0.353,0.453,0.542,0.517,3.46,0.58,0.086,0.374,0.23,0.569,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,10th B Cross Road,residential,residential,Logistics Zone,0.35169310526929887,-3.4008602310411685e-06,0.7761022966509281,1.5522045933018562
EDGE_14970_31835,14970,31835,13.093836,77.581317,,30.0,0.26,0.31,0.415,0.106,0.471,0.193,0.451,0.526,0.356,0.256,0.161,0.449,0.474,0.432,0.431,3.96,0.545,0.198,0.381,0.237,0.416,6,LOGISTICS / HIGH TRAFFIC ZONES,Dairy Circle,Dairy Circle,3 Ath B Main Road,residential,residential,Logistics Zone,0.24320769159560354,-3.4008602310411685e-06,0.7761090079441894,1.5522180158883787
EDGE_14971_31836,14971,31836,12.877402,77.647477,,30.0,0.45,0.62,0.462,0.102,0.345,0.441,0.466,0.499,0.385,0.278,0.149,0.456,0.524,0.467,0.469,2.24,0.532,0.23,0.418,0.296,0.522,5,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.3089186398648285,-3.4008602310411685e-06,0.7764384199173073,1.5528768398346147
EDGE_14972_31837,14972,31837,12.880791,77.650847,,30.0,0.45,0.31,0.45,0.099,0.41,0.696,0.391,0.501,0.373,0.222,0.184,0.432,0.505,0.468,0.481,36.07,0.544,0.152,0.39,0.246,0.518,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,14th Main Road,residential,residential,Logistics Zone,0.3034951130054396,-3.4008602310411685e-06,0.7764333023256106,1.5528666046512212
EDGE_14973_31838,14973,31838,12.876376,77.649419,,30.0,0.52,0.39,0.451,0.103,0.214,0.287,0.393,0.465,0.304,0.256,0.092,0.493,0.534,0.504,0.42,1.45,0.515,0.075,0.414,0.284,0.397,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.18178615789729455,-3.4008602310411685e-06,0.7764399689843507,1.5528799379687015
EDGE_14974_31839,14974,31839,12.885082,77.644011,,30.0,0.42,0.36,0.417,0.115,0.428,0.19,0.396,0.487,0.405,0.291,0.07,0.425,0.484,0.45,0.449,3.53,0.492,0.067,0.37,0.298,0.38,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Residential Hub,0.20772643231346616,-3.4008602310411685e-06,0.776426820812262,1.552853641624524
EDGE_14975_31840,14975,31840,12.885099,77.643673,,30.0,0.37,0.21,0.435,0.129,0.061,0.16,0.409,0.558,0.455,0.23,0.106,0.428,0.432,0.476,0.448,4.18,0.452,0.292,0.337,0.238,0.413,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.3010534626799668,-3.4008602310411685e-06,0.7764267951298224,1.5528535902596448
EDGE_14976_31841,14976,31841,12.884279,77.645214,,30.0,0.32,0.44,0.416,0.106,0.281,0.633,0.39,0.522,0.398,0.299,0.105,0.402,0.468,0.487,0.475,6.45,0.531,0.211,0.339,0.314,0.517,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.3304422095333604,-3.4008602310411685e-06,0.7764280338929308,1.5528560677858616
EDGE_14977_31842,14977,31842,12.875103,77.653048,,30.0,0.58,0.49,0.431,0.097,0.448,0.853,0.4,0.477,0.461,0.289,0.121,0.406,0.535,0.457,0.468,1.17,0.551,0.219,0.415,0.303,0.58,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.3565855988730833,-3.4008602310411685e-06,0.7764418908108206,1.5528837816216412
EDGE_14978_31843,14978,31843,12.880584,77.653193,,30.0,0.52,0.29,0.453,0.1,0.064,0.281,0.399,0.48,0.43,0.26,0.164,0.479,0.43,0.571,0.459,4.75,0.526,0.143,0.32,0.28,0.457,4,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.29234255881300003,-3.4008602310411685e-06,0.7764336149448663,1.5528672298897326
EDGE_14979_31844,14979,31844,12.87698,77.649889,,30.0,0.34,0.67,0.453,0.1,0.205,0.886,0.402,0.466,0.328,0.32,0.117,0.371,0.552,0.529,0.486,8.94,0.509,0.276,0.437,0.319,0.575,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.3881210791400089,-3.4008602310411685e-06,0.7764390570722368,1.5528781141444736
EDGE_14980_31845,14980,31845,12.878129,77.648578,,30.0,0.41,0.25,0.455,0.111,0.477,0.692,0.38,0.45,0.336,0.314,0.071,0.418,0.463,0.429,0.441,2.42,0.572,0.177,0.333,0.317,0.473,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,11th Main Road,residential,residential,Logistics Zone,0.262071340244112,-3.4008602310411685e-06,0.7764373222125643,1.5528746444251287
EDGE_14981_31846,14981,31846,12.882923,77.65157,,30.0,0.24,0.34,0.418,0.121,0.064,0.672,0.418,0.549,0.366,0.331,0.077,0.378,0.51,0.447,0.463,11.59,0.522,0.116,0.394,0.317,0.482,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.2809906134531603,-3.4008602310411685e-06,0.7764300822186646,1.5528601644373292
EDGE_14982_31847,14982,31847,12.876912,77.651249,,30.0,0.47,0.43,0.449,0.106,0.365,0.328,0.416,0.504,0.337,0.226,0.176,0.415,0.495,0.449,0.439,4.46,0.594,0.1,0.337,0.205,0.407,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.23032316204187714,-3.4008602310411685e-06,0.7764391597398829,1.5528783194797657
EDGE_14983_31848,14983,31848,12.88145,77.64719,,30.0,0.48,0.49,0.402,0.101,0.426,0.328,0.459,0.499,0.368,0.3,0.161,0.43,0.537,0.432,0.427,5.61,0.496,0.289,0.421,0.312,0.458,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.2817079414687158,-3.4008602310411685e-06,0.7764323070467988,1.5528646140935976
EDGE_14984_31849,14984,31849,12.881812,77.649871,,30.0,0.37,0.24,0.427,0.117,0.3,0.579,0.431,0.5,0.488,0.26,0.061,0.433,0.402,0.546,0.517,3.24,0.517,0.084,0.313,0.231,0.554,2,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.317130049191902,-3.4008602310411685e-06,0.7764317603023555,1.552863520604711
EDGE_14985_31850,14985,31850,12.878652,77.651362,,30.0,0.32,0.6,0.438,0.106,0.082,0.207,0.389,0.443,0.351,0.257,0.105,0.39,0.511,0.486,0.466,19.34,0.588,0.219,0.347,0.243,0.458,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.31013385579181146,-3.4008602310411685e-06,0.7764365324928493,1.5528730649856985
EDGE_14986_31851,14986,31851,12.878038,77.648378,,30.0,0.58,0.37,0.448,0.115,0.459,0.553,0.37,0.497,0.405,0.233,0.134,0.419,0.475,0.471,0.445,3.36,0.524,0.284,0.416,0.21,0.466,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.3237576266527245,-3.4008602310411685e-06,0.7764374596176415,1.552874919235283
EDGE_14987_31852,14987,31852,12.877067,77.650179,,30.0,0.35,0.31,0.471,0.127,0.117,0.696,0.398,0.524,0.324,0.247,0.194,0.459,0.382,0.513,0.477,3.5,0.467,0.064,0.341,0.229,0.511,2,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.2811337659634681,-3.4008602310411685e-06,0.7764389257172861,1.5528778514345722
EDGE_14988_31853,14988,31853,12.88148,77.65015,,30.0,0.33,0.44,0.409,0.105,0.343,0.515,0.383,0.518,0.404,0.281,0.178,0.47,0.441,0.509,0.467,4.13,0.489,0.199,0.34,0.29,0.55,2,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.32505638538192355,-3.4008602310411685e-06,0.7764322617370443,1.5528645234740885
EDGE_14989_31854,14989,31854,12.882862,77.649642,,30.0,0.2,0.38,0.465,0.113,0.455,0.472,0.412,0.544,0.302,0.277,0.151,0.379,0.53,0.535,0.477,6.11,0.467,0.09,0.432,0.286,0.423,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,10th Main Road,residential,residential,Logistics Zone,0.2533322734977715,-3.4008602310411685e-06,0.7764301743582644,1.552860348716529
EDGE_14990_31855,14990,31855,12.881632,77.650706,,30.0,0.57,0.35,0.41,0.123,0.112,0.464,0.463,0.521,0.337,0.208,0.104,0.437,0.489,0.543,0.446,1.16,0.531,0.263,0.424,0.204,0.478,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.28749567862932834,-3.4008602310411685e-06,0.7764320321660705,1.552864064332141
EDGE_14991_31856,14991,31856,12.879885,77.652412,,30.0,0.58,0.35,0.434,0.119,0.108,0.308,0.376,0.51,0.408,0.303,0.136,0.403,0.544,0.428,0.47,5.47,0.518,0.24,0.302,0.273,0.394,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.2854562283856271,-3.4008602310411685e-06,0.7764346705656816,1.5528693411313632
EDGE_14992_31857,14992,31857,12.883709,77.650644,,30.0,0.33,0.23,0.463,0.121,0.466,0.715,0.398,0.522,0.496,0.328,0.096,0.349,0.463,0.492,0.515,2.85,0.466,0.228,0.38,0.323,0.526,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.37712206205716237,-3.4008602310411685e-06,0.7764288949399323,1.5528577898798646
EDGE_14993_31858,14993,31858,12.885786,77.650415,,30.0,0.41,0.64,0.452,0.122,0.094,0.784,0.45,0.552,0.38,0.248,0.181,0.409,0.446,0.504,0.444,3.15,0.575,0.062,0.332,0.239,0.543,4,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.30579306261878325,-3.4008602310411685e-06,0.7764257572299942,1.5528515144599884
EDGE_14994_31859,14994,31859,12.872536,77.652839,,30.0,0.58,0.64,0.466,0.114,0.402,0.268,0.424,0.546,0.305,0.335,0.076,0.507,0.569,0.494,0.422,2.7,0.514,0.227,0.329,0.353,0.377,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.1963947135050083,-3.4008602310411685e-06,0.7764457656143116,1.5528915312286231
EDGE_14995_31860,14995,31860,12.885594,77.646496,,30.0,0.55,0.38,0.461,0.114,0.35,0.304,0.377,0.587,0.477,0.244,0.163,0.486,0.519,0.488,0.481,1.21,0.525,0.057,0.384,0.249,0.474,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Residential Hub,0.2500276549998367,-3.4008602310411685e-06,0.7764260473033977,1.5528520946067954
EDGE_14996_31861,14996,31861,12.874173,77.652864,,30.0,0.51,0.42,0.406,0.12,0.284,0.236,0.364,0.53,0.314,0.296,0.13,0.423,0.523,0.531,0.454,3.17,0.564,0.166,0.323,0.295,0.462,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.23571075588405632,-3.4008602310411685e-06,0.7764432947011239,1.5528865894022479
EDGE_14997_31862,14997,31862,12.875133,77.653156,,30.0,0.3,0.43,0.563,0.14,0.2,0.127,0.567,0.656,0.272,0.469,0.177,0.552,0.607,0.336,0.363,1.17,0.557,0.083,0.463,0.468,0.279,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,tertiary,tertiary,Logistics Zone,0.093915550343845,-3.4008602310411685e-06,0.7764418455224215,1.552883691044843
EDGE_14998_31863,14998,31863,12.880214,77.650823,,30.0,0.55,0.5,0.474,0.118,0.215,0.775,0.362,0.464,0.305,0.195,0.099,0.449,0.405,0.534,0.502,40.8,0.514,0.3,0.342,0.217,0.507,2,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.3545126460071912,-3.4008602310411685e-06,0.7764341737209365,1.552868347441873
EDGE_14999_31864,14999,31864,12.873727,77.650477,,40.0,0.31,0.53,0.495,0.127,0.281,0.602,0.531,0.642,0.308,0.446,0.09,0.491,0.604,0.448,0.452,16.04,0.555,0.203,0.539,0.473,0.48,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,Service Road,tertiary,tertiary,Logistics Zone,0.2409119711741015,-3.4008602310411685e-06,0.7764439679302299,1.5528879358604597
EDGE_15000_31865,15000,31865,12.875822,77.649354,,30.0,0.32,0.53,0.382,0.124,0.208,0.687,0.457,0.491,0.35,0.339,0.143,0.401,0.5,0.433,0.482,2.58,0.46,0.055,0.366,0.339,0.497,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Residential Hub,0.27433038792193204,-3.4008602310411685e-06,0.7764408053710751,1.5528816107421501
EDGE_15001_31866,15001,31866,12.885608,77.649387,,30.0,0.5,0.38,0.48,0.122,0.257,0.656,0.466,0.625,0.302,0.418,0.146,0.507,0.543,0.358,0.448,4.89,0.613,0.168,0.432,0.416,0.475,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,AECS Layout Main Road,tertiary,tertiary,Logistics Zone,0.217406304567774,-3.4008602310411685e-06,0.7764260261523517,1.5528520523047034
EDGE_15002_31867,15002,31867,12.881309,77.653079,,30.0,0.33,0.28,0.464,0.101,0.042,0.148,0.458,0.525,0.404,0.357,0.102,0.459,0.416,0.522,0.486,5.14,0.442,0.089,0.434,0.316,0.406,4,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.2536167668625162,-3.4008602310411685e-06,0.7764325200012927,1.5528650400025854
EDGE_15003_31868,15003,31868,12.876984,77.650394,,30.0,0.58,0.38,0.475,0.107,0.185,0.164,0.377,0.577,0.486,0.276,0.052,0.447,0.567,0.514,0.495,3.83,0.514,0.148,0.418,0.305,0.462,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.26001351077968266,-3.4008602310411685e-06,0.7764390510329472,1.5528781020658944
EDGE_15004_31869,15004,31869,12.87939,77.651627,,30.0,0.32,0.61,0.463,0.104,0.035,0.775,0.404,0.563,0.373,0.247,0.059,0.429,0.578,0.467,0.479,5.93,0.611,0.061,0.331,0.236,0.575,8,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.2743124635533055,-3.4008602310411685e-06,0.7764354180751758,1.5528708361503516
EDGE_15005_31870,15005,31870,12.885942,77.648258,,30.0,0.19,0.34,0.491,0.138,0.298,0.657,0.467,0.553,0.229,0.401,0.183,0.459,0.458,0.47,0.483,3.48,0.629,0.079,0.559,0.378,0.422,4,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,60 Feet Road,tertiary,tertiary,Logistics Zone,0.2656195938585373,-3.4008602310411685e-06,0.7764255215423098,1.5528510430846196
EDGE_15006_31871,15006,31871,12.877316,77.64741,,40.0,0.54,0.58,0.45,0.121,0.213,0.719,0.56,0.654,0.266,0.397,0.164,0.613,0.607,0.44,0.424,1.79,0.587,0.162,0.455,0.445,0.488,5,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,Service Road,tertiary,tertiary,Logistics Zone,0.1901199812493075,-3.4008602310411685e-06,0.776438549765667,1.552877099531334
EDGE_15007_31872,15007,31872,12.873031,77.651086,,40.0,0.49,0.39,0.505,0.138,0.342,0.863,0.47,0.655,0.396,0.405,0.08,0.573,0.635,0.355,0.393,2.3,0.575,0.209,0.442,0.426,0.517,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,Service Road,tertiary,tertiary,Logistics Zone,0.2156693062276059,-3.4008602310411685e-06,0.7764450184853365,1.552890036970673
EDGE_15008_31873,15008,31873,12.87721,77.649789,,30.0,0.34,0.43,0.416,0.113,0.14,0.273,0.368,0.474,0.332,0.25,0.194,0.414,0.544,0.498,0.462,5.6,0.513,0.074,0.354,0.223,0.47,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,UNKNOWN,residential,residential,Logistics Zone,0.25499293205428897,-3.4008602310411685e-06,0.7764387098101782,1.5528774196203563
EDGE_15009_31874,15009,31874,12.878332,77.648627,,30.0,0.27,0.36,0.39,0.101,0.219,0.792,0.469,0.444,0.418,0.281,0.095,0.356,0.495,0.512,0.465,1.76,0.552,0.052,0.325,0.251,0.541,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,11th Main Road,residential,residential,Logistics Zone,0.3118212783221756,-3.4008602310411685e-06,0.7764370156901992,1.5528740313803984
EDGE_15010_31875,15010,31875,12.877182,77.652584,,30.0,0.11,0.46,0.388,0.104,0.493,0.468,0.374,0.416,0.384,0.223,0.1,0.418,0.472,0.531,0.533,16.68,0.535,0.079,0.402,0.198,0.506,6,LOGISTICS / HIGH TRAFFIC ZONES,Hosur Road,Hosur Road,22nd Main Road,residential,residential,Logistics Zone,0.33097158993392917,-3.4008602310411685e-06,0.7764387520858764,1.5528775041717529
