edge_id,geometry_polyline,geometry_length,bearing,road_curvature
EDGE_40225_86361,"[[13.242564, 77.71139], [13.2450635, 77.713855], [13.247563, 77.71632]]",0.7705,43.83,0.0
EDGE_40226_86362,"[[13.240808, 77.71164], [13.243308, 77.71414], [13.245808, 77.71664]]",0.7759,44.23,0.0
EDGE_40227_86363,"[[13.241389, 77.71088], [13.243889, 77.71338], [13.246389, 77.71588]]",0.7759,44.23,0.0
EDGE_40228_86364,"[[13.241331, 77.71073], [13.243831, 77.71323], [13.246331, 77.71573]]",0.7759,44.23,0.0
EDGE_40229_86365,"[[13.2415285, 77.710625], [13.2440285, 77.713125], [13.2465285, 77.715625]]",0.7759,44.23,0.0
EDGE_40230_86366,"[[13.243018, 77.71092], [13.245518, 77.71342], [13.248018, 77.71592]]",0.7759,44.23,0.0
EDGE_40231_86367,"[[13.242, 77.71057], [13.2445, 77.71307], [13.247, 77.71557]]",0.7759,44.23,0.0
EDGE_40232_86368,"[[13.240658, 77.71079], [13.243158, 77.71329], [13.245658, 77.71579]]",0.7759,44.23,0.0
EDGE_86369_86370,"[[13.239885, 77.711685], [13.242385, 77.714185], [13.244885, 77.716685]]",0.7759,44.23,0.0
EDGE_86371_86372,"[[13.240855, 77.71099], [13.243355, 77.71349], [13.245855, 77.71599]]",0.7759,44.23,0.0
EDGE_40235_86373,"[[13.241169, 77.710724], [13.243669, 77.713224], [13.246169, 77.715724]]",0.7759,44.23,0.0
EDGE_40236_86374,"[[13.241175, 77.71035], [13.243675, 77.71285], [13.246175, 77.71535]]",0.7759,44.23,0.0
EDGE_40237_86375,"[[13.241479, 77.71021], [13.243979, 77.71271], [13.246479, 77.71521]]",0.7759,44.23,0.0
EDGE_40238_86376,"[[13.241881, 77.708984], [13.244381, 77.711484], [13.246881, 77.713984]]",0.7759,44.23,0.0
EDGE_40239_86377,"[[13.242524, 77.70749], [13.245024, 77.70999], [13.247524, 77.71249]]",0.7759,44.23,0.0
EDGE_86378_86379,"[[13.242655, 77.708015], [13.245155, 77.710515], [13.247655, 77.713015]]",0.7759,44.23,0.0
EDGE_40241_86380,"[[13.241299, 77.707634], [13.243799, 77.710134], [13.246299, 77.712634]]",0.7759,44.23,0.0
EDGE_40242_86381,"[[13.240948, 77.708694], [13.243448, 77.711194], [13.245948, 77.713694]]",0.7759,44.23,0.0
EDGE_40243_86382,"[[13.241138, 77.70921], [13.243638, 77.71171], [13.246138, 77.71421]]",0.7759,44.23,0.0
EDGE_40244_86383,"[[13.241042, 77.70963], [13.243542, 77.71213], [13.246042, 77.71463]]",0.7759,44.23,0.0
EDGE_40245_86384,"[[13.240866, 77.7098], [13.243366, 77.7123], [13.245866, 77.7148]]",0.7759,44.23,0.0
EDGE_40246_86385,"[[13.240271, 77.70944], [13.242771, 77.71194], [13.245271, 77.71444]]",0.7759,44.23,0.0
EDGE_86386_86387,"[[13.240781, 77.710205], [13.243281, 77.712705], [13.245781, 77.715205]]",0.7759,44.23,0.0
EDGE_40248_86388,"[[13.240546, 77.70994], [13.243046, 77.71244], [13.245546, 77.71494]]",0.7759,44.23,0.0
EDGE_40249_86389,"[[13.240468, 77.71035], [13.242968, 77.71285], [13.245468, 77.71535]]",0.7759,44.23,0.0
EDGE_40250_86390,"[[13.236809, 77.70756], [13.239309, 77.71006], [13.241809, 77.71256]]",0.7759,44.23,0.0
EDGE_86391_86392,"[[13.237265, 77.70736], [13.239765, 77.70986], [13.242265, 77.71236]]",0.7759,44.23,0.0
EDGE_40252_86393,"[[13.236825, 77.70795], [13.239325, 77.71045], [13.241825, 77.71295]]",0.7759,44.23,0.0
EDGE_40253_86394,"[[13.237239, 77.707756], [13.239739, 77.710256], [13.242239, 77.712756]]",0.7759,44.23,0.0
EDGE_40254_86395,"[[13.23684, 77.70832], [13.23934, 77.71082], [13.24184, 77.71332]]",0.7759,44.23,0.0
EDGE_40255_86396,"[[13.237087, 77.70814], [13.239587, 77.71064], [13.242087, 77.71314]]",0.7759,44.23,0.0
EDGE_40256_86397,"[[13.236855, 77.70867], [13.239355, 77.71117], [13.241855, 77.71367]]",0.7759,44.23,0.0
EDGE_40257_86398,"[[13.237099, 77.7085], [13.239599, 77.711], [13.242099, 77.7135]]",0.7759,44.23,0.0
EDGE_40258_86399,"[[13.237682, 77.70886], [13.240182, 77.71136], [13.242682, 77.71386]]",0.7759,44.23,0.0
EDGE_40259_86400,"[[13.237751, 77.70905], [13.240251, 77.71155], [13.242751, 77.71405]]",0.7759,44.23,0.0
EDGE_86401_86402,"[[13.237712, 77.708145], [13.240212, 77.710645], [13.242712, 77.713145]]",0.7759,44.23,0.0
EDGE_40261_86403,"[[13.236868, 77.708984], [13.239368, 77.711484], [13.241868, 77.713984]]",0.7759,44.23,0.0
EDGE_40262_86404,"[[13.237654, 77.7094], [13.240154, 77.7119], [13.242654, 77.7144]]",0.7759,44.23,0.0
EDGE_86405_86406,"[[13.237295, 77.70912], [13.239795, 77.71162], [13.242295, 77.71412]]",0.7759,44.23,0.0
EDGE_40264_86407,"[[13.236881, 77.70931], [13.239381, 77.71181], [13.241881, 77.71431]]",0.7759,44.23,0.0
EDGE_40265_86408,"[[13.237252, 77.70947], [13.239752, 77.71197], [13.242252, 77.71447]]",0.7759,44.23,0.0
EDGE_40266_86409,"[[13.256666, 77.706184], [13.259166, 77.708684], [13.261666, 77.711184]]",0.7759,44.23,0.0
EDGE_40267_86410,"[[13.251217, 77.70271], [13.253717, 77.70521], [13.256217, 77.70771]]",0.7759,44.23,0.0
EDGE_40268_86411,"[[13.251721, 77.702805], [13.254221, 77.705305], [13.256721, 77.707805]]",0.7759,44.23,0.0
EDGE_40269_86412,"[[13.251346, 77.702415], [13.253846, 77.704915], [13.256346, 77.707415]]",0.7759,44.23,0.0
EDGE_40270_86413,"[[13.259371, 77.71471], [13.261871, 77.71721], [13.264371, 77.71971]]",0.7759,44.23,0.0
EDGE_40271_86414,"[[13.253938, 77.71352], [13.256438, 77.71602], [13.258938, 77.71852]]",0.7759,44.23,0.0
EDGE_40272_86415,"[[13.25011, 77.71382], [13.25261, 77.71632], [13.25511, 77.71882]]",0.7759,44.23,0.0
EDGE_40273_86416,"[[13.253627, 77.7165], [13.256127, 77.719], [13.258627, 77.7215]]",0.7759,44.23,0.0
EDGE_40274_86417,"[[13.255093, 77.71435], [13.257593, 77.71685], [13.260093, 77.71935]]",0.7759,44.23,0.0
EDGE_40275_86418,"[[13.256156, 77.71595], [13.258656, 77.71845], [13.261156, 77.72095]]",0.7759,44.23,0.0
EDGE_40276_86419,"[[13.256095, 77.71709], [13.258595, 77.71959], [13.261095, 77.72209]]",0.7759,44.23,0.0
EDGE_40277_86420,"[[13.25573, 77.715904], [13.25823, 77.718404], [13.26073, 77.720904]]",0.7759,44.23,0.0
EDGE_40278_86421,"[[13.256646, 77.71685], [13.259146, 77.71935], [13.261646, 77.72185]]",0.7759,44.23,0.0
EDGE_40279_86422,"[[13.256861, 77.71471], [13.259361, 77.71721], [13.261861, 77.71971]]",0.7759,44.23,0.0
EDGE_40280_86423,"[[13.256948, 77.71549], [13.259448, 77.71799], [13.261948, 77.72049]]",0.7759,44.23,0.0
EDGE_40281_86424,"[[13.257133, 77.71571], [13.259633, 77.71821], [13.262133, 77.72071]]",0.7759,44.23,0.0
EDGE_40282_86425,"[[13.256557, 77.71461], [13.259057, 77.71711], [13.261557, 77.71961]]",0.7759,44.23,0.0
EDGE_40283_86426,"[[13.257186, 77.71753], [13.259686, 77.72003], [13.262186, 77.72253]]",0.7759,44.23,0.0
EDGE_40284_86427,"[[13.257198, 77.71743], [13.259698, 77.71993], [13.262198, 77.72243]]",0.7759,44.23,0.0
EDGE_40285_86428,"[[13.256812, 77.717445], [13.259312, 77.719945], [13.261812, 77.722445]]",0.7759,44.23,0.0
EDGE_40286_86429,"[[13.252392, 77.71231], [13.254892, 77.71481], [13.257392, 77.71731]]",0.7759,44.23,0.0
EDGE_40287_86430,"[[13.252289, 77.71197], [13.254789, 77.71447], [13.257289, 77.71697]]",0.7759,44.23,0.0
EDGE_40288_86431,"[[13.252688, 77.71213], [13.255188, 77.71463], [13.257688, 77.71713]]",0.7759,44.23,0.0
EDGE_40289_86432,"[[13.253444, 77.71363], [13.255944, 77.71613], [13.258444, 77.71863]]",0.7759,44.23,0.0
EDGE_40290_86433,"[[13.255136, 77.71404], [13.257636, 77.71654], [13.260136, 77.71904]]",0.7759,44.23,0.0
EDGE_40291_86434,"[[13.254723, 77.71409], [13.257223, 77.71659], [13.259723, 77.71909]]",0.7759,44.23,0.0
EDGE_40292_86435,"[[13.2527, 77.71345], [13.2552, 77.71595], [13.2577, 77.71845]]",0.7759,44.23,0.0
EDGE_40293_86436,"[[13.254389, 77.71383], [13.256889, 77.71633], [13.259389, 77.71883]]",0.7759,44.23,0.0
EDGE_40294_86437,"[[13.255683, 77.714096], [13.258183, 77.716596], [13.260683, 77.719096]]",0.7759,44.23,0.0
EDGE_40295_86438,"[[13.25887, 77.717], [13.26137, 77.7195], [13.26387, 77.722]]",0.7759,44.23,0.0
EDGE_40296_86439,"[[13.258969, 77.71637], [13.261469, 77.71887], [13.263969, 77.72137]]",0.7759,44.23,0.0
EDGE_86440_86441,"[[13.258795, 77.716644], [13.261295, 77.719144], [13.263795, 77.721644]]",0.7759,44.23,0.0
EDGE_40298_86442,"[[13.25734, 77.71503], [13.25984, 77.71753], [13.26234, 77.72003]]",0.7759,44.23,0.0
EDGE_40299_86443,"[[13.257121, 77.72117], [13.259621, 77.72367], [13.262121, 77.72617]]",0.7759,44.23,0.0
EDGE_40300_86444,"[[13.257296, 77.71897], [13.259796, 77.72147], [13.262296, 77.72397]]",0.7759,44.23,0.0
EDGE_40301_86445,"[[13.257256, 77.71847], [13.259756, 77.72097], [13.262256, 77.72347]]",0.7759,44.23,0.0
EDGE_40302_86446,"[[13.259074, 77.71908], [13.261574, 77.72158], [13.264074, 77.72408]]",0.7759,44.23,0.0
EDGE_40303_86447,"[[13.259489, 77.719154], [13.261989, 77.721654], [13.264489, 77.724154]]",0.7759,44.23,0.0
EDGE_86448_86449,"[[13.259215, 77.719826], [13.261715, 77.722326], [13.264215, 77.724826]]",0.7759,44.23,0.0
EDGE_40305_86450,"[[13.259561, 77.72065], [13.262061, 77.72315], [13.264561, 77.72565]]",0.7759,44.23,0.0
EDGE_40306_86451,"[[13.260175, 77.72082], [13.262675, 77.72332], [13.265175, 77.72582]]",0.7759,44.23,0.0
EDGE_40307_86452,"[[13.259972, 77.72094], [13.262472, 77.72344], [13.264972, 77.72594]]",0.7759,44.23,0.0
EDGE_40308_86453,"[[13.2601, 77.72116], [13.2626, 77.72366], [13.2651, 77.72616]]",0.7759,44.23,0.0
EDGE_40309_86454,"[[13.259488, 77.720985], [13.261988, 77.723485], [13.264488, 77.725985]]",0.7759,44.23,0.0
EDGE_40310_86455,"[[13.260089, 77.72156], [13.262589, 77.72406], [13.265089, 77.72656]]",0.7759,44.23,0.0
EDGE_40311_86456,"[[13.260374, 77.721504], [13.262874, 77.724004], [13.265374, 77.726504]]",0.7759,44.23,0.0
EDGE_40312_86457,"[[13.259404, 77.72138], [13.261904, 77.72388], [13.264404, 77.72638]]",0.7759,44.23,0.0
EDGE_40313_86458,"[[13.258798, 77.72166], [13.261298, 77.72416], [13.263798, 77.72666]]",0.7759,44.23,0.0
EDGE_40314_86459,"[[13.259136, 77.71785], [13.261636, 77.72035], [13.264136, 77.72285]]",0.7759,44.23,0.0
EDGE_40315_86460,"[[13.25979, 77.72331], [13.26229, 77.72581], [13.26479, 77.72831]]",0.7759,44.23,0.0
EDGE_40316_86461,"[[13.260579, 77.72256], [13.263079, 77.72506], [13.265579, 77.72756]]",0.7759,44.23,0.0
EDGE_40317_86462,"[[13.260466, 77.72319], [13.262966, 77.72569], [13.265466, 77.72819]]",0.7759,44.23,0.0
EDGE_40318_86463,"[[13.260593, 77.72352], [13.263093, 77.72602], [13.265593, 77.72852]]",0.7759,44.23,0.0
EDGE_40319_86464,"[[13.260448, 77.72367], [13.262948, 77.72617], [13.265448, 77.72867]]",0.7759,44.23,0.0
EDGE_40320_86465,"[[13.260639, 77.72322], [13.263139, 77.72572], [13.265639, 77.72822]]",0.7759,44.23,0.0
EDGE_40321_86466,"[[13.260688, 77.722916], [13.263188, 77.725416], [13.265688, 77.727916]]",0.7759,44.23,0.0
EDGE_86467_86468,"[[13.260745, 77.722595], [13.263245, 77.725095], [13.265745, 77.727595]]",0.7759,44.22,0.0
EDGE_40323_86469,"[[13.260362, 77.72383], [13.262862, 77.72633], [13.265362, 77.72883]]",0.7759,44.23,0.0
EDGE_40324_86470,"[[13.260474, 77.7223], [13.262974, 77.7248], [13.265474, 77.7273]]",0.7759,44.23,0.0
EDGE_40325_86471,"[[13.258606, 77.721855], [13.261106, 77.724355], [13.263606, 77.726855]]",0.7759,44.23,0.0
EDGE_86472_86473,"[[13.258305, 77.72457], [13.260805, 77.72707], [13.263305, 77.72957]]",0.7759,44.23,0.0
EDGE_40327_86474,"[[13.25795, 77.72467], [13.26045, 77.72717], [13.26295, 77.72967]]",0.7759,44.23,0.0
EDGE_40328_86475,"[[13.258224, 77.72487], [13.260724, 77.72737], [13.263224, 77.72987]]",0.7759,44.23,0.0
EDGE_40329_86476,"[[13.258529, 77.725136], [13.261029, 77.727636], [13.263529, 77.730136]]",0.7759,44.23,0.0
EDGE_40330_86477,"[[13.255794, 77.72421], [13.258294, 77.72671], [13.260794, 77.72921]]",0.7759,44.23,0.0
EDGE_40331_86478,"[[13.251536, 77.7232], [13.254036, 77.7257], [13.256536, 77.7282]]",0.7759,44.23,0.0
EDGE_40332_86479,"[[13.2512865, 77.723], [13.2537865, 77.7255], [13.2562865, 77.728]]",0.7759,44.23,0.0
EDGE_40333_86480,"[[13.251883, 77.723045], [13.254383, 77.725545], [13.256883, 77.728045]]",0.7759,44.23,0.0
EDGE_86481_86482,"[[13.251385, 77.72271], [13.253885, 77.72521], [13.256385, 77.72771]]",0.7759,44.23,0.0
EDGE_40335_86483,"[[13.251378, 77.7224], [13.253878, 77.7249], [13.256378, 77.7274]]",0.7759,44.23,0.0
EDGE_40336_86484,"[[13.25073, 77.72229], [13.25323, 77.72479], [13.25573, 77.72729]]",0.7759,44.23,0.0
EDGE_40337_86485,"[[13.251067, 77.72007], [13.253567, 77.72257], [13.256067, 77.72507]]",0.7759,44.23,0.0
EDGE_40338_86486,"[[13.250179, 77.72008], [13.252679, 77.72258], [13.255179, 77.72508]]",0.7759,44.23,0.0
EDGE_40339_86487,"[[13.250732, 77.72128], [13.253232, 77.72378], [13.255732, 77.72628]]",0.7759,44.23,0.0
EDGE_40340_86488,"[[13.250908, 77.72067], [13.253408, 77.72317], [13.255908, 77.72567]]",0.7759,44.23,0.0
EDGE_40341_86489,"[[13.250616, 77.72076], [13.253116, 77.72326], [13.255616, 77.72576]]",0.7759,44.23,0.0
EDGE_40342_86490,"[[13.250821, 77.720985], [13.253321, 77.723485], [13.255821, 77.725985]]",0.7759,44.23,0.0
EDGE_40343_86491,"[[13.250713, 77.72029], [13.253213, 77.72279], [13.255713, 77.72529]]",0.7759,44.23,0.0
EDGE_40344_86492,"[[13.251732, 77.72091], [13.254232, 77.72341], [13.256732, 77.72591]]",0.7759,44.23,0.0
EDGE_40345_86493,"[[13.253328, 77.725105], [13.255828, 77.727605], [13.258328, 77.730105]]",0.7759,44.23,0.0
EDGE_40346_86494,"[[13.252687, 77.72495], [13.255187, 77.72745], [13.257687, 77.72995]]",0.7759,44.23,0.0
EDGE_40347_86495,"[[13.2537365, 77.7252], [13.2562365, 77.7277], [13.2587365, 77.7302]]",0.7759,44.23,0.0
EDGE_40348_86496,"[[13.254184, 77.72515], [13.256684, 77.72765], [13.259184, 77.73015]]",0.7759,44.23,0.0
EDGE_40349_86497,"[[13.252092, 77.72224], [13.254592, 77.72474], [13.257092, 77.72724]]",0.7759,44.23,0.0
EDGE_40350_86498,"[[13.251459, 77.72209], [13.253959, 77.72459], [13.256459, 77.72709]]",0.7759,44.23,0.0
EDGE_86499_86500,"[[13.252395, 77.72211], [13.254895, 77.72461], [13.257395, 77.72711]]",0.7759,44.23,0.0
EDGE_40352_86501,"[[13.253221, 77.72431], [13.255721, 77.72681], [13.258221, 77.72931]]",0.7759,44.23,0.0
EDGE_40353_86502,"[[13.25341, 77.724556], [13.25591, 77.727056], [13.25841, 77.729556]]",0.7759,44.23,0.0
EDGE_40354_86503,"[[13.25316, 77.72468], [13.25566, 77.72718], [13.25816, 77.72968]]",0.7759,44.23,0.0
EDGE_40355_86504,"[[13.254044, 77.723], [13.256544, 77.7255], [13.259044, 77.728]]",0.7759,44.23,0.0
EDGE_40356_86505,"[[13.253978, 77.72219], [13.256478, 77.72469], [13.258978, 77.72719]]",0.7759,44.23,0.0
EDGE_40357_86506,"[[13.254746, 77.72221], [13.257246, 77.72471], [13.259746, 77.72721]]",0.7759,44.23,0.0
EDGE_40358_86507,"[[13.254672, 77.7219], [13.257172, 77.7244], [13.259672, 77.7269]]",0.7759,44.23,0.0
EDGE_40359_86508,"[[13.254563, 77.72159], [13.257063, 77.72409], [13.259563, 77.72659]]",0.7759,44.23,0.0
EDGE_40360_86509,"[[13.252991, 77.721146], [13.255491, 77.723646], [13.257991, 77.726146]]",0.7759,44.23,0.0
EDGE_40361_86510,"[[13.25325, 77.72081], [13.25575, 77.72331], [13.25825, 77.72581]]",0.7759,44.23,0.0
EDGE_40362_86511,"[[13.253519, 77.72127], [13.256019, 77.72377], [13.258519, 77.72627]]",0.7759,44.23,0.0
EDGE_40363_86512,"[[13.252192, 77.721344], [13.254692, 77.723844], [13.257192, 77.726344]]",0.7759,44.23,0.0
EDGE_40364_86513,"[[13.253472, 77.721634], [13.255972, 77.724134], [13.258472, 77.726634]]",0.7759,44.23,0.0
EDGE_40365_86514,"[[13.25288, 77.721855], [13.25538, 77.724355], [13.25788, 77.726855]]",0.7759,44.23,0.0
EDGE_40366_86515,"[[13.253412, 77.72199], [13.255912, 77.72449], [13.258412, 77.72699]]",0.7759,44.23,0.0
EDGE_40367_86516,"[[13.253104, 77.72252], [13.255604, 77.72502], [13.258104, 77.72752]]",0.7759,44.23,0.0
EDGE_40368_86517,"[[13.254635, 77.72314], [13.257135, 77.72564], [13.259635, 77.72814]]",0.7759,44.23,0.0
EDGE_40369_86518,"[[13.254479, 77.72388], [13.256979, 77.72638], [13.259479, 77.72888]]",0.7759,44.23,0.0
EDGE_40370_86519,"[[13.253643, 77.72586], [13.256143, 77.72836], [13.258643, 77.73086]]",0.7759,44.23,0.0
EDGE_40371_86520,"[[13.255812, 77.72531], [13.258312, 77.72781], [13.260812, 77.73031]]",0.7759,44.23,0.0
EDGE_40372_86521,"[[13.255019, 77.72483], [13.257519, 77.72733], [13.260019, 77.72983]]",0.7759,44.23,0.0
EDGE_40373_86522,"[[13.255938, 77.723404], [13.258438, 77.725904], [13.260938, 77.728404]]",0.7759,44.23,0.0
EDGE_40374_86523,"[[13.256043, 77.72276], [13.258543, 77.72526], [13.261043, 77.72776]]",0.7759,44.23,0.0
EDGE_86524_86525,"[[13.252428, 77.719955], [13.254928, 77.722455], [13.257428, 77.724955]]",0.7759,44.23,0.0
EDGE_40376_86526,"[[13.25271, 77.7201], [13.25521, 77.7226], [13.25771, 77.7251]]",0.7759,44.23,0.0
EDGE_40377_86527,"[[13.249866, 77.71747], [13.252366, 77.71997], [13.254866, 77.72247]]",0.7759,44.23,0.0
EDGE_40378_86528,"[[13.249814, 77.71675], [13.252314, 77.71925], [13.254814, 77.72175]]",0.7759,44.23,0.0
EDGE_40379_86529,"[[13.251319, 77.71683], [13.253819, 77.71933], [13.256319, 77.72183]]",0.7759,44.23,0.0
EDGE_40380_86530,"[[13.255328, 77.717255], [13.257828, 77.719755], [13.260328, 77.722255]]",0.7759,44.23,0.0
EDGE_40381_86531,"[[13.253486, 77.71656], [13.255986, 77.71906], [13.258486, 77.72156]]",0.7759,44.23,0.0
EDGE_40382_86532,"[[13.252737, 77.72559], [13.255237, 77.72809], [13.257737, 77.73059]]",0.7759,44.23,0.0
EDGE_40383_86533,"[[13.254536, 77.726875], [13.257036, 77.729375], [13.259536, 77.731875]]",0.7759,44.23,0.0
EDGE_40384_86534,"[[13.255356, 77.72696], [13.257856, 77.72946], [13.260356, 77.73196]]",0.7759,44.23,0.0
EDGE_86535_86536,"[[13.255056, 77.726715], [13.257556, 77.729215], [13.260056, 77.731715]]",0.7759,44.23,0.0
EDGE_40386_86537,"[[13.2557955, 77.726906], [13.2582955, 77.729406], [13.2607955, 77.731906]]",0.7759,44.23,0.0
EDGE_40387_86538,"[[13.253389, 77.72717], [13.255889, 77.72967], [13.258389, 77.73217]]",0.7759,44.23,0.0
EDGE_40388_86539,"[[13.253459, 77.726875], [13.255959, 77.729375], [13.258459, 77.731875]]",0.7759,44.23,0.0
EDGE_40389_86540,"[[13.25351, 77.72656], [13.25601, 77.72906], [13.25851, 77.73156]]",0.7759,44.23,0.0
EDGE_40390_86541,"[[13.25359, 77.72618], [13.25609, 77.72868], [13.25859, 77.73118]]",0.7759,44.23,0.0
EDGE_40391_86542,"[[13.253765, 77.72557], [13.256265, 77.72807], [13.258765, 77.73057]]",0.7759,44.23,0.0
EDGE_40392_86543,"[[13.256524, 77.72505], [13.259024, 77.72755], [13.261524, 77.73005]]",0.7759,44.23,0.0
EDGE_40393_86544,"[[13.256499, 77.72472], [13.258999, 77.72722], [13.261499, 77.72972]]",0.7759,44.23,0.0
EDGE_40394_86545,"[[13.2617, 77.718796], [13.2642, 77.721296], [13.2667, 77.723796]]",0.7758,44.22,0.0
EDGE_86546_86547,"[[13.260265, 77.722626], [13.262765, 77.725126], [13.265265, 77.727626]]",0.7759,44.23,0.0
EDGE_40396_86548,"[[13.260098, 77.723724], [13.262598, 77.726224], [13.265098, 77.728724]]",0.7759,44.23,0.0
EDGE_40397_86549,"[[13.260307, 77.72299], [13.262807, 77.72549], [13.265307, 77.72799]]",0.7759,44.23,0.0
EDGE_40398_86550,"[[13.260168, 77.72327], [13.262668, 77.72577], [13.265168, 77.72827]]",0.7759,44.23,0.0
EDGE_40399_86551,"[[13.26021, 77.723564], [13.26271, 77.726064], [13.26521, 77.728564]]",0.7759,44.23,0.0
EDGE_86552_86553,"[[13.236905, 77.72167], [13.239405, 77.72417], [13.241905, 77.72667]]",0.7759,44.23,0.0
EDGE_40401_86554,"[[13.237319, 77.72186], [13.239819, 77.72436], [13.242319, 77.72686]]",0.7759,44.23,0.0
EDGE_40402_86555,"[[13.237566, 77.71747], [13.240066, 77.71997], [13.242566, 77.72247]]",0.7759,44.23,0.0
EDGE_40403_86556,"[[13.237919, 77.7177], [13.240419, 77.7202], [13.242919, 77.7227]]",0.7759,44.23,0.0
EDGE_40404_86557,"[[13.239377, 77.71767], [13.241877, 77.72017], [13.244377, 77.72267]]",0.7759,44.23,0.0
EDGE_40405_86558,"[[13.238884, 77.71778], [13.241384, 77.72028], [13.243884, 77.72278]]",0.7759,44.23,0.0
EDGE_40406_86559,"[[13.238326, 77.71793], [13.240826, 77.72043], [13.243326, 77.72293]]",0.7759,44.23,0.0
EDGE_40407_86560,"[[13.248414, 77.71689], [13.250914, 77.71939], [13.253414, 77.72189]]",0.7759,44.23,0.0
EDGE_40408_86561,"[[13.248079, 77.71669], [13.250579, 77.71919], [13.253079, 77.72169]]",0.7759,44.23,0.0
EDGE_40409_86562,"[[13.249442, 77.71398], [13.251942, 77.71648], [13.254442, 77.71898]]",0.7759,44.23,0.0
EDGE_40410_86563,"[[13.250754, 77.71403], [13.253254, 77.71653], [13.255754, 77.71903]]",0.7759,44.23,0.0
EDGE_40411_86564,"[[13.247391, 77.71244], [13.249891, 77.71494], [13.252391, 77.71744]]",0.7759,44.23,0.0
EDGE_40412_86565,"[[13.247938, 77.71194], [13.250438, 77.71444], [13.252938, 77.71694]]",0.7759,44.23,0.0
EDGE_40413_86566,"[[13.246132, 77.70757], [13.248632, 77.71007], [13.251132, 77.71257]]",0.7759,44.23,0.0
EDGE_40414_86567,"[[13.239734, 77.714386], [13.242234, 77.716886], [13.244734, 77.719386]]",0.7759,44.23,0.0
EDGE_40415_86568,"[[13.23882, 77.71408], [13.24132, 77.71658], [13.24382, 77.71908]]",0.7759,44.23,0.0
EDGE_40416_86569,"[[13.237935, 77.7132], [13.240435, 77.7157], [13.242935, 77.7182]]",0.7759,44.23,0.0
EDGE_40417_86570,"[[13.237852, 77.71383], [13.240321, 77.716345], [13.24279, 77.71886]]",0.7732,44.76,0.0
EDGE_40418_86571,"[[13.237765, 77.71366], [13.240265, 77.71616], [13.242765, 77.71866]]",0.7759,44.23,0.0
EDGE_40419_86572,"[[13.239725, 77.71349], [13.242225, 77.71599], [13.244725, 77.71849]]",0.7759,44.23,0.0
EDGE_40420_86573,"[[13.237334, 77.71519], [13.239834, 77.71769], [13.242334, 77.72019]]",0.7759,44.23,0.0
EDGE_40421_86574,"[[13.23759, 77.71364], [13.24009, 77.71614], [13.24259, 77.71864]]",0.7759,44.23,0.0
EDGE_40422_86575,"[[13.241889, 77.71833], [13.244389, 77.72083], [13.246889, 77.72333]]",0.7759,44.23,0.0
EDGE_40423_86576,"[[13.242212, 77.71815], [13.244712, 77.72065], [13.247212, 77.72315]]",0.7759,44.23,0.0
EDGE_40424_86577,"[[13.242143, 77.71856], [13.244643, 77.72106], [13.247143, 77.72356]]",0.7759,44.23,0.0
EDGE_40425_86578,"[[13.24279, 77.71886], [13.24529, 77.72136], [13.24779, 77.72386]]",0.7759,44.23,0.0
EDGE_40426_86579,"[[13.242048, 77.718994], [13.244548, 77.721494], [13.247048, 77.723994]]",0.7759,44.23,0.0
EDGE_86580_86581,"[[13.243395, 77.71615], [13.245895, 77.71865], [13.248395, 77.72115]]",0.7759,44.23,0.0
EDGE_40428_86582,"[[13.243389, 77.71552], [13.245889, 77.71802], [13.248389, 77.72052]]",0.7759,44.23,0.0
EDGE_40429_86583,"[[13.241285, 77.71631], [13.243785, 77.71881], [13.246285, 77.72131]]",0.7759,44.23,0.0
EDGE_40430_86584,"[[13.240484, 77.71697], [13.242984, 77.71947], [13.245484, 77.72197]]",0.7759,44.23,0.0
EDGE_40431_86585,"[[13.240136, 77.71715], [13.242636, 77.71965], [13.245136, 77.72215]]",0.7759,44.23,0.0
EDGE_40432_86586,"[[13.240079, 77.71689], [13.2425935, 77.719422], [13.245108, 77.721954]]",0.783,44.43,0.0
EDGE_40433_86587,"[[13.239917, 77.71699], [13.242417, 77.71949], [13.244917, 77.72199]]",0.7759,44.23,0.0
EDGE_40434_86588,"[[13.24894, 77.71736], [13.25144, 77.71986], [13.25394, 77.72236]]",0.7759,44.23,0.0
EDGE_40435_86589,"[[13.249443, 77.71752], [13.251943, 77.72002], [13.254443, 77.72252]]",0.7759,44.23,0.0
EDGE_40436_86590,"[[13.249587, 77.71732], [13.252087, 77.71982], [13.254587, 77.72232]]",0.7759,44.23,0.0
EDGE_86591_86592,"[[13.242375, 77.7265], [13.244875, 77.729], [13.247375, 77.7315]]",0.7759,44.23,0.0
EDGE_40438_86593,"[[13.242796, 77.72657], [13.245296, 77.72907], [13.247796, 77.73157]]",0.7759,44.23,0.0
EDGE_40439_86594,"[[13.242524, 77.72697], [13.245024, 77.72947], [13.247524, 77.73197]]",0.7759,44.23,0.0
EDGE_40440_86595,"[[13.24218, 77.72675], [13.24468, 77.72925], [13.24718, 77.73175]]",0.7759,44.23,0.0
EDGE_40441_86596,"[[13.243426, 77.72579], [13.245926, 77.72829], [13.248426, 77.73079]]",0.7759,44.23,0.0
EDGE_40442_86597,"[[13.243692, 77.72562], [13.246192, 77.72812], [13.248692, 77.73062]]",0.7759,44.23,0.0
